timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
58884750,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
59391072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
59900213,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
60407189,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
60914071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
61421114,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
61929145,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
62436354,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
62944072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
63444103,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
63951136,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
64458233,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
64965076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
65473108,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
65980114,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
66489382,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
66997079,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
67506203,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
68013104,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
68521173,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
68941218,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
69442116,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
