timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
26553339,1,0,0,1,0,0,1,1,0,0,0,0,0,0
27064103,1,0,0,1,0,0,1,1,0,0,0,0,0,0
27573016,1,0,0,1,0,0,1,1,0,0,0,0,0,0
28084127,1,0,0,1,0,0,1,1,0,0,0,0,0,0
28584140,1,0,0,1,0,0,1,1,0,0,0,0,0,0
29094878,1,0,0,1,0,0,1,1,0,0,0,0,0,0
29604686,1,0,0,1,0,0,1,1,0,0,0,0,0,0
30114189,1,0,0,1,0,0,1,1,0,0,0,0,0,0
30621928,1,0,0,1,0,0,1,1,0,0,0,0,0,0
31122062,1,0,0,1,0,0,1,1,0,0,0,0,0,0
31632965,1,0,0,1,0,0,1,1,0,0,0,0,0,0
32144227,1,0,0,1,0,0,1,1,0,0,0,0,0,0
32653928,1,0,0,1,0,0,1,1,0,0,0,0,0,0
33155453,1,0,0,1,0,0,1,1,0,0,0,0,0,0
33666418,1,0,0,1,0,0,1,1,0,0,0,0,0,0
34176928,1,0,0,1,0,0,1,1,0,0,0,0,0,0
34684930,1,0,0,1,0,0,1,1,0,0,0,0,0,0
35193155,1,0,0,1,0,0,1,1,0,0,0,0,0,0
35703116,1,0,0,1,0,0,1,1,0,0,0,0,0,0
35959111,0,0,0,1,0,0,1,1,0,0,0,0,0,0
36464957,0,0,0,1,0,0,1,1,0,0,0,0,0,0
36760620,0,0,0,1,0,0,1,1,0,0,0,0,0,0
