timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
143519079,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
144026070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
144533372,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
145039877,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
145546108,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146054172,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146560103,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
147068104,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
147577095,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
148084177,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
148591116,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
149098073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
149604198,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
150111697,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
150618068,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
151125071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
151633343,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
152140136,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
152647512,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
153153334,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
153660215,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
154167235,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
154675428,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
155182078,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
155689074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
156198129,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
156705119,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
157211150,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
157718207,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
158224268,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
158731673,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
159238156,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
159746148,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
160255468,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
160761133,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
161267582,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
161774686,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
162281072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
162788141,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
163296075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
163803670,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
164310160,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
164819266,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
165328098,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
165835070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
166342112,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
166651095,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167157181,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167663123,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
168170109,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
168677109,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
169187181,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
169550273,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
170059111,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
170567206,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
171075074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
171582144,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
172089074,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
172596187,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
173105008,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
173611332,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174118285,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174570467,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174596111,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174996169,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
175496315,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
