timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
75311712,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
75815091,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
76323073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
76830125,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77337141,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77844104,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78352404,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78859073,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79365127,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79872070,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
80380075,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
80889142,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
81395154,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
81758139,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
82265476,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
82773147,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
82795359,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
83302120,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
83743202,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
84251174,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
84758269,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
85268302,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
85774102,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
86282076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
86789083,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
87296297,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
87804166,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
88310168,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
88766445,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
89269072,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
