timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
467060107,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
467565097,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
468071118,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
468581288,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
469089072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
469597174,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
470103110,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
470609072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
471116330,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
471623490,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
472129094,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
472636514,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
473144071,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
473651104,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
474158072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
474665098,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
475175265,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
475681072,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
476188165,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
476695835,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
477114248,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
477615234,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
