timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
154538915,1,0,1,1,0,0,1,1,0,1,1,1,1,0
155041104,1,0,1,1,0,0,1,1,0,1,1,1,1,0
155548971,1,0,1,1,0,0,1,1,0,1,1,1,1,0
156049929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
156550969,1,0,1,1,0,0,1,1,0,1,1,1,1,0
157062141,1,0,1,1,0,0,1,1,0,1,1,1,1,0
157570997,1,0,1,1,0,0,1,1,0,1,1,1,1,0
158081929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
158592053,1,0,1,1,0,0,1,1,0,1,1,1,1,0
159094135,1,0,1,1,0,0,1,1,0,1,1,1,1,0
159602929,1,0,1,1,0,0,1,1,0,1,1,1,1,0
160103174,1,0,1,1,0,0,1,1,0,1,1,1,1,0
160613063,1,0,1,1,0,0,1,1,0,1,1,1,1,0
161114928,1,0,1,1,0,0,1,1,0,1,1,1,1,0
161616643,1,0,1,1,0,0,1,1,0,1,1,1,1,0
162118166,1,0,1,1,0,0,1,1,0,1,1,1,1,0
162628127,1,0,1,1,0,0,1,1,0,1,1,1,1,0
163138013,1,0,1,1,0,0,1,1,0,1,1,1,1,0
163647973,1,0,1,1,0,0,1,1,0,1,1,1,1,0
164148277,1,0,1,1,0,0,1,1,0,1,1,1,1,0
164570241,0,0,1,1,0,0,1,1,0,1,1,1,1,0
165077926,0,0,1,1,0,0,1,1,0,1,1,1,1,0
