timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1623435067,-23.556042968781057,-46.73020088941593,717.43494,8.532121,-6.7466216,11.233519,-1.0621177,1,1,0
1638858327,-23.55604100209887,-46.73019940335083,717.42145,8.750806,-6.5951486,11.24702,-1.0653013,1,1,0
