timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
18074032,-23.556060363106884,-46.73019296882894,726.51965,0.0041023274,0.0031772351,-0.44483787,-2.4924877,1,1,1,0
24453050,-23.556059748304424,-46.73019177361271,726.7585,0.07246524,0.12500443,-0.6836252,-2.4952693,1,1,1,0
34478861,-23.556059748304424,-46.73019177361271,726.7585,0.07246524,0.12500443,-0.6836252,-2.5680084,1,1,1,0
49885872,-23.556058156171442,-46.73018291938887,725.72217,0.24950232,1.0275066,0.352684,-2.5828092,1,1,1,0
