timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1328707394,-23.55602634830521,-46.7301736629692,724.9299,-2.0068817,-7.131257,-3.3951814,-1.149343,1,1,1,0
1336161144,-23.556023411033173,-46.730180837393526,725.041,-1.6802723,-7.8625393,-3.5063398,-1.1489657,1,1,1,0
1338891863,-23.556023411033173,-46.730180837393526,725.041,-1.6802723,-7.8625393,-3.5063398,-1.0994593,1,1,1,0
1438421091,-23.55602237288282,-46.7301790404299,723.58453,-1.5648352,-7.6793766,-2.0498652,-1.0740819,1,1,1,0
