timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1718118135,-23.556028995085665,-46.73016570943937,724.8405,-2.30119,-6.3205614,-3.3058434,-1.006422,1,1,1,0
1729979051,-23.556027428868187,-46.7301648803431,725.03314,-2.1270344,-6.2360525,-3.4984536,-1.0055972,1,1,1,0
1733326952,-23.556027428868187,-46.7301648803431,725.03314,-2.1270344,-6.2360525,-3.4984536,-1.8237746,1,1,1,0
