timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
103481070,-23.55608728265603,-46.73021297785486,720.4031,0.2354379,0.46093762,-0.2700519,2.636486,1,1,0
214909175,-23.556090866075653,-46.730214323128116,719.7547,-0.16302018,0.3238153,0.3783075,2.641796,1,1,0
240951242,-23.556107523874026,-46.73019021691252,718.7801,-2.015283,2.7809367,1.3529264,2.6768627,1,1,0
