timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
18117929,-23.556045645695104,-46.73020938984301,722.37384,-0.049559034,-0.039736312,-0.23872979,-2.6713593,1,1,1,0
29906592,-23.55604473486228,-46.73020856345743,722.3395,0.051720954,0.04449635,-0.20435439,-2.6444674,1,1,1,0
43850635,-23.55604718907529,-46.73020415671342,722.5298,-0.22117509,0.4936714,-0.39465415,-2.9591014,1,1,1,0
