timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
40914626,-23.556097480274776,-46.730239476612546,723.6867,-1.0208,-0.64996153,-0.94735855,2.248992,1,1,0
46746806,-23.556099560629548,-46.730242112796184,723.8061,-1.2521249,-0.918665,-1.0667647,2.2552316,1,1,0
73994211,-23.55609368574066,-46.73022541474869,724.5754,-0.59886706,0.78334975,-1.8360714,2.0218735,1,1,0
