timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
35125392,-23.556027533823276,-46.73021962192345,720.35455,-0.31510678,0.47683176,0.004183668,1.8827962,1,1,0
