timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
73516199,-23.556008858812163,-46.7302299417356,720.1019,1.7614597,-0.5750567,0.25683945,1.8830945,1,1,0
85845270,-23.55601065807967,-46.73023179794529,720.1676,1.5613903,-0.7642583,0.19114502,1.8946371,1,1,0
92710310,-23.556011689191827,-46.73022600969866,720.08594,1.4467359,-0.17426793,0.27282917,1.9146323,1,1,0
