timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
670474969,-23.556024629225163,-46.73010208789879,724.267,-1.815727,0.1643199,-2.7323787,-1.1732908,1,1,1,0
676641055,-23.556024040712607,-46.73009461662247,724.29095,-1.7502874,0.9258598,-2.7562912,-1.1713583,1,1,1,0
680438865,-23.556024040712607,-46.73009461662247,724.29095,-1.7502874,0.9258598,-2.7562912,-1.1603255,1,1,1,0
723296128,-23.556013351873478,-46.730143339091825,724.08575,-0.56174326,-4.0403743,-2.5511,0.23178001,1,1,1,0
