timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
233334516,-23.5560535897842,-46.730227570355495,722.2537,-0.93290156,-1.8928578,-0.11858923,2.9689784,1,1,1,0
240796738,-23.5560523829674,-46.73023003841292,722.16504,-0.7987097,-2.1444244,-0.029911758,2.965223,1,1,1,0
