timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
282795269,-23.556103959256856,-46.730195080088954,719.5203,-1.6189157,2.2852383,0.6126693,2.7665772,1,1,0
309199202,-23.556112967110437,-46.73018553210319,718.4444,-2.6205435,3.2584543,1.6885911,-2.7287278,1,1,0
