timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
63532921,-23.556046194223832,-46.73021030658536,722.36096,-0.110552646,-0.13317895,-0.22581013,-2.874819,1,1,1,0
66112117,-23.55604608655091,-46.730214100059435,722.44226,-0.09857997,-0.519844,-0.30713412,-2.8748355,1,1,1,0
74133133,-23.556050385060463,-46.73021860871584,723.0128,-0.57655245,-0.97940683,-0.8776918,2.9390275,1,1,1,0
