timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
264107072,-23.555995725855333,-46.73024044148104,723.9396,0.20839535,-0.96236116,0.137743,-0.7875347,1,1,0
270617199,-23.555989974653496,-46.73024293510945,723.9299,0.8478998,-1.2165344,0.14745224,-0.77249414,1,1,0
281910075,-23.55598525097876,-46.730244948179994,723.7622,1.3731484,-1.4217248,0.3150982,-0.817666,1,1,0
