timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
654196328,-23.5560498320404,-46.73022753824269,725.5779,1.1751031,-3.5204487,0.49692997,-2.520567,1,1,1,0
657481107,-23.5560498320404,-46.73022753824269,725.5779,1.1751031,-3.5204487,0.49692997,-2.493838,1,1,1,0
682445259,-23.55602928424827,-46.73019403314655,724.7134,3.4599137,-0.10530762,1.3614719,-2.4089522,1,1,1,0
