timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
587288079,-23.556005357514344,-46.73011306720533,724.3717,0.32718945,-0.95479023,-2.837017,-1.1719228,1,1,1,0
