timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
81203236,-23.55600834927251,-46.73020876695753,716.1267,-0.07219581,0.3499267,0.17046669,-0.92101985,1,1,0
104463016,-23.55600834927251,-46.73020876695753,716.1267,-0.07219581,0.3499267,0.17046669,2.2129476,1,1,0
111000015,-23.55600834927251,-46.73020876695753,716.1267,-0.07219581,0.3499267,0.17046669,-0.8988848,1,1,0
114137673,-23.556016985189046,-46.730125983839976,712.7865,-1.0324686,8.78793,3.5106921,0.48503107,1,1,0
114798077,-23.556017007331413,-46.730125493665604,713.6604,-1.0349307,8.837893,2.636804,0.47304142,1,1,0
