timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
69908155,-23.555997600072587,-46.730230982002915,723.79285,-8.071103e-06,0.0018344254,0.2844945,-2.387192,1,1,0
92297231,-23.55599746161126,-46.73023809426533,723.9308,0.015388108,-0.7231117,0.14654085,-2.4488783,1,1,0
