timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
271687157,-23.55610567671061,-46.7301913471824,719.55664,-1.8098879,2.6657295,0.5763413,2.7263064,1,1,0
