timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
1783920099,-23.556022427337428,-46.73020024286005,717.5371,10.816225,-6.68072,11.131372,-1.0506628,1,1,0
1793794608,-23.556021487685236,-46.73020020568717,717.2698,10.92071,-6.676931,11.39871,-1.0547839,1,1,0
1804144026,-23.556021487685236,-46.73020020568717,717.2698,10.92071,-6.676931,11.39871,-4.083475,1,1,0
1814026021,-23.556021487685236,-46.73020020568717,717.2698,10.92071,-6.676931,11.39871,-1.192426,1,1,0
1824211112,-23.55601421748538,-46.730159593215504,717.15533,11.72912,-2.5373414,11.513132,-0.9937159,1,1,0
