timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
40644362,-23.556089218311076,-46.73021735727244,720.03754,0.020202886,0.0145480735,0.09546236,2.0888019,1,1,0
