timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
97738134,-23.555995887280204,-46.730240305373826,723.7108,0.19044572,-0.9484879,0.36651236,-2.445319,1,1,0
105909075,-23.555997071723436,-46.730234371968905,723.4504,0.05874167,-0.34370157,0.6269473,-2.7213054,1,1,0
