timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
703900927,-23.556033357871286,-46.73019096103178,725.35046,3.0069475,0.20783003,0.7243521,-2.3812153,1,1,1,0
714724302,-23.556041753873025,-46.73019368640841,726.01495,2.0733547,-0.06996493,0.0598925,-2.3732255,1,1,1,0
