timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
58929328,58929151,3932170,0.0051132697,-0.011345067,-0.0041545313,36.162792,0
58930560,58930383,3932170,0.0064981133,-0.01571265,-0.0027164244,36.162792,0
59935333,59935159,3932170,0.0075101145,-0.015872441,-0.0026098979,36.30967,0
60930094,60929915,3932170,0.007989483,-0.014700649,-0.005060006,36.35863,0
61931110,61930936,3932170,0.007776431,-0.017150758,-0.0052197957,36.35863,0
62932132,62931957,3932170,0.0040480047,-0.0112385405,-0.007137272,36.35863,0
63930647,63930473,3932170,0.0072970614,-0.014487597,-0.003568636,36.35863,0
64930419,64930243,3932170,0.006764429,-0.014913702,-0.0047404272,36.40759,0
65931455,65931281,3932170,0.0118777,-0.016884442,-0.0022903187,36.50551,0
66932465,66932291,3932170,0.008628642,-0.017949706,0.00015978968,36.30967,0
67929736,67929557,3932170,0.009321064,-0.0139549645,-0.005486112,36.50551,0
68930761,68930584,3932170,0.007936221,-0.012303805,-0.0038882154,36.701347,0
69931783,69931609,3932170,0.0038349521,-0.017896444,-0.0024501083,36.554466,0
