timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
1509010874,1509010486,3801098,0.017896442,-0.02199771,0.010386328,36.750305,0,10
1510012239,1510011855,3801098,-0.008735169,0.0070307455,-0.010759171,36.701347,0,10
1511009857,1511009464,3801098,-0.029933931,0.01587244,0.016724652,36.603428,0,10
1512011224,1512010826,3801098,0.039308257,0.02892193,0.0052197957,36.701347,0,10
1513011325,1513010940,3801098,-0.06881608,-0.06375608,0.027217507,36.848225,0,10
1514012686,1514012303,3801098,0.0063915867,0.028122982,-0.011877699,36.554466,0,10
1515010306,1515009920,3801098,0.07360977,-0.13933659,-0.032437302,36.603428,0,10
1516011667,1516011283,3801098,-0.20213392,0.1613343,0.10567423,36.603428,0,10
1517011780,1517011395,3801098,-0.04697816,-0.0035153728,0.0737163,36.554466,0,10
1518009406,1518009012,3801098,0.28826055,0.019600866,0.055766594,36.848225,0,10
1519010767,1519010381,3801098,0.17747305,0.11547466,0.05672533,36.603428,0,10
1520012122,1520011737,3801098,0.20090887,-0.13677995,0.005432849,36.554466,0,10
1521012247,1521011862,3801098,0.22301312,0.12037488,-0.011984225,36.554466,0,10
1522009861,1522009474,3801098,0.19222696,0.15259913,0.27798074,36.701347,0,10
1523011243,1523010841,3801098,-0.19212045,-0.19382487,0.015180019,36.897186,0,10
1524012592,1524012207,3801098,0.3891411,0.019441076,-0.1645301,36.701347,0,10
1525010218,1525009826,3801098,-0.02844256,-0.7576693,0.002876214,36.848225,0,10
1526010331,1526009942,3801098,0.34285536,0.31292143,0.01257012,36.50551,0,10
1527011694,1527011308,3801098,-0.32618397,-0.5019526,0.24160197,36.848225,0,10
1528013063,1528012674,3801098,0.40378848,0.19446403,0.034088463,37.093025,0,10
1529010686,1529010294,3801098,-0.33736926,-0.30482543,-0.15062839,36.946144,0,10
1530010798,1530010414,3801098,-0.41966093,-0.2616822,-0.05917544,36.848225,0,10
1531012175,1531011784,3801098,0.399847,-0.27185547,0.044208474,36.946144,0,10
1532009782,1532009397,3801098,-0.04314321,0.59803945,-0.19558255,36.848225,0,10
1533011152,1533010758,3801098,-0.1045557,0.11696604,0.019867182,36.50551,0,10
1534011263,1534010871,3801098,-0.4082626,-0.59361863,-0.13715279,36.701347,0,10
1535012619,1535012233,3801098,-0.4786233,-0.9911753,0.054648064,36.554466,0,10
1536010242,1536009853,3801098,0.24458471,-0.20053603,-0.14791197,36.603428,0,10
1537011596,1537011211,3801098,0.59196746,0.9819075,0.25278726,36.701347,0,10
1538011708,1538011324,3801098,0.016937705,-0.86904275,0.109509185,36.897186,0,10
1539011828,1539011436,3801098,-0.53060824,-0.14897723,0.016138757,36.848225,0,10
1540010685,1540010300,3801098,-0.59990364,0.17188042,-0.17550232,36.848225,0,10
1541010799,1541010413,3801098,0.00314253,0.06434197,-0.23334618,36.603428,0,10
1542012160,1542011775,3801098,-0.56863815,-0.23473102,-0.12399678,36.554466,0,10
1543009779,1543009394,3801098,-0.051399007,-0.3264503,0.053316485,36.897186,0,10
1544011149,1544010754,3801098,0.20165455,-0.3209642,-0.057044912,36.603428,0,10
1545012507,1545012116,3801098,0.13044164,-0.010705908,0.15893745,36.554466,0,10
1546010116,1546009730,3801098,-0.8423579,0.027483823,-0.18450381,36.40759,0,10
1547010231,1547009847,3801098,0.15201324,-0.08665926,0.20096214,36.554466,0,10
1548011589,1548011205,3801098,-0.5075985,-0.05400891,0.030626353,36.701347,0,10
1549011704,1549011318,3801098,-0.3697,-0.83436835,0.030360037,36.701347,0,10
1550010577,1550010183,3801098,0.15877767,0.434042,0.16660737,36.603428,0,10
1551010683,1551010298,3801098,0.57992995,0.84816355,-0.10982876,36.897186,0,10
1552012043,1552011659,3801098,-0.013528858,-0.2996589,0.07611314,36.848225,0,10
1553009658,1553009273,3801098,-0.50552124,-1.1717377,-0.11041466,36.554466,0,10
1554011025,1554010635,3801098,0.43148535,0.33630398,0.14689997,36.701347,0,10
1555011143,1555010748,3801098,-0.3077549,-0.18615496,0.06870956,36.750305,0,10
1556012504,1556012109,3801098,0.33603767,-0.26493126,-0.0023435818,36.554466,0,10
1557010109,1557009724,3801098,-0.20080234,-0.5543104,-0.15286545,36.603428,0,10
1558011495,1558011094,3801098,-0.26317358,-0.21001689,0.13507552,36.603428,0,10
1559012828,1559012443,3801098,0.019973708,-0.067005135,-0.21827269,36.603428,0,10
1560009193,1560008808,3801098,0.045593318,-0.14375743,0.13523532,36.701347,0,10
1561010556,1561010166,3801098,-0.40975398,0.11883025,0.31798142,36.40759,0,10
1562011914,1562011526,3801098,0.467225,0.8512528,0.030306773,36.603428,0,10
1563013288,1563012885,3801098,0.15584819,0.32953957,0.11121361,36.554466,0,10
1564009635,1564009249,3801098,0.3637878,0.4867726,-0.02892193,36.40759,0,10
1565010999,1565010607,3801098,0.11094729,-0.15190671,0.25385252,36.554466,0,10
1566013606,1566013217,3801098,-0.10530139,0.25065672,0.19744676,36.554466,0,10
1567009966,1567009579,3801098,-0.092251904,0.95889777,0.05374259,36.554466,0,10
1568011325,1568010937,3801098,0.31579766,0.15648735,-0.016831178,36.50551,0,10
1569011439,1569011046,3801098,0.46701193,0.6961503,0.079308935,36.30967,0,10
1570014046,1570013653,3801098,-0.018748654,0.41236386,0.027217507,36.701347,0,10
1571010410,1571010018,3801098,-0.8043812,-0.69769496,0.08229168,36.35863,0,10
1572011770,1572011385,3801098,0.09550095,0.706004,-0.035792883,36.554466,0,10
1573011878,1573011488,3801098,-0.27563718,-0.14242585,0.17267936,36.50551,0,10
1574009492,1574009100,3801098,-0.087404944,0.5536712,-0.29087046,36.554466,0,10
1575010841,1575010456,3801098,-0.06684534,-0.4654673,0.19265307,36.603428,0,10
1576012195,1576011811,3801098,-0.44906223,-0.25790054,0.016724652,36.40759,0,10
1577012309,1577011921,3801098,0.29944584,0.98995024,0.33129725,36.40759,0,10
1578009921,1578009527,3801098,0.8499745,0.6315953,-0.02130529,36.35863,0,10
1579011271,1579010881,3801098,0.34312168,-0.3254383,-0.11456919,36.50551,0,10
1580012617,1580012232,3801098,-0.35515916,-0.33044502,0.17768611,36.50551,0,10
1581010230,1581009838,3801098,0.3852529,0.3798733,0.082611255,36.40759,0,10
1582010326,1582009941,3801098,0.27100328,0.6744189,-0.30221552,36.21175,0,10
1583011674,1583011290,3801098,-0.6534332,-0.6306898,-0.1978196,36.35863,0,10
1584013018,1584012629,3801098,-0.11920309,0.21880531,0.16852483,36.064873,0,10
1585010609,1585010221,3801098,-0.1081776,0.11755193,0.020080235,35.820072,0,10
1586009463,1586009063,3801098,0.2438923,-0.11345066,-0.19568908,36.01591,0,10
1587012037,1587011652,3801098,-0.1649562,0.39723712,-0.2692456,36.162792,0,10
1588009630,1588009246,3801098,0.19611518,0.75127774,-0.104342654,35.966953,0,10
1589010967,1589010579,3801098,0.00628506,0.020240024,-0.019228023,35.771114,0,10
1590012299,1590011914,3801098,-0.40107206,-0.11158645,0.02844256,35.673195,0,10
1591012400,1591012003,3801098,-0.47249803,-0.4302603,0.11190603,35.869034,0,10
1592009983,1592009594,3801098,-0.35718316,0.6852846,0.10029465,35.966953,0,10
1593011315,1593010929,3801098,0.0793622,0.37715688,0.0031957934,35.820072,0,10
1594012649,1594012264,3801098,0.47345677,0.50434947,-0.08878979,35.869034,0,10
1595010248,1595009864,3801098,0.32549155,0.47164583,-0.2191249,35.869034,0,10
1596010322,1596009937,3801098,0.0773382,0.03158509,0.111852765,35.673195,0,10
1597011659,1597011271,3801098,-0.35398737,0.021891184,0.1251153,35.673195,0,10
1598012992,1598012605,3801098,-0.22583607,-0.16415726,-0.056778595,35.771114,0,10
1599010579,1599010194,3801098,-0.22210763,-0.3513242,-0.021038972,35.820072,0,10
1600010664,1600010279,3801098,-0.33342776,-0.41406828,0.09965549,35.673195,0,10
1601012001,1601011614,3801098,-0.076272935,-0.35430697,0.09619338,35.673195,0,10
1602009595,1602009207,3801098,0.36053875,0.27877972,-0.036378782,35.820072,0,10
1603010927,1603010538,3801098,0.29236183,0.6379336,0.104449175,35.966953,0,10
1604012258,1604011873,3801098,-0.17997643,-0.13709953,0.15419702,35.673195,0,10
1605013594,1605013209,3801098,0.36634445,0.76256955,-0.03962784,35.966953,0,10
1606009956,1606009567,3801098,-0.025246767,-0.15899071,0.07233146,35.673195,0,10
1607011271,1607010886,3801098,0.24650219,0.395799,0.23371902,35.820072,0,10
1608012611,1608012222,3801098,0.18258633,-0.0706803,0.16996294,35.624237,0,10
1609010198,1609009813,3801098,-0.2898052,-0.5369998,0.6580671,35.673195,0,10
1610010287,1610009900,3801098,0.3963849,0.34397388,-1.1535217,35.820072,0,10
1611011621,1611011236,3801098,-0.31047133,0.24804683,-0.16122778,35.673195,0,10
1612012960,1612012570,3801098,0.19430423,0.47004792,-0.027856665,35.771114,0,10
1613010559,1613010159,3801098,-0.06471481,-1.2713399,0.14370418,36.01591,0,10
1614011885,1614011492,3801098,0.0304133,-0.19973709,-0.48469532,35.624237,0,10
1615011962,1615011575,3801098,0.19643477,0.42195123,0.14215954,35.673195,0,10
1616009554,1616009160,3801098,-0.14567491,-0.44336307,0.5881858,35.624237,0,10
1617010880,1617010490,3801098,0.02231729,0.41880873,-0.38024613,35.673195,0,10
1618013467,1618013068,3801098,-0.21326594,-0.8494419,-0.02530003,35.673195,0,10
1619012283,1619011898,3801098,-0.45971486,-0.880228,0.07904262,35.33048,0,10
1620009871,1620009480,3801098,0.10732539,0.5673066,0.14338459,35.33048,0,10
1621011202,1621010807,3801098,0.5045625,0.7230482,0.005539375,35.4284,0,10
1622013772,1622013386,3801098,-0.19212045,-0.3301787,-0.33630398,35.526318,0,10
1623010096,1623009710,3801098,-0.05320996,-0.109029815,-0.26881948,35.33048,0,10
1624010173,1624009787,3801098,0.20644824,0.7096259,0.06338324,35.4284,0,10
1625011504,1625011112,3801098,-0.2771818,-0.3873834,-0.45380265,35.4284,0,10
1626014070,1626013684,3801098,0.12953615,-0.14828481,-0.0034621095,35.4284,0,10
1627010408,1627010013,3801098,0.36139095,0.11520835,-0.039840892,35.4284,0,10
1628011717,1628011332,3801098,-0.49582735,-0.56453687,0.16527578,35.526318,0,10
