timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
94850153,94849971,3932170,0.0055926386,-0.01304949,-0.002396845,37.778458,0
94851411,94851224,3932170,0.010120012,-0.013582122,-0.00314253,37.778458,0
95854967,95854791,3932170,0.010972224,-0.012676648,-0.0038349521,37.63158,0
96851018,96850844,3932170,0.009374327,-0.016138757,-0.0052197957,37.68054,0
97850835,97850656,3932170,0.006231797,-0.01635181,-0.0051665325,37.58262,0
98851900,98851720,3932170,0.0077231675,-0.01257012,-0.0037284256,37.925335,0
99852963,99852788,3932170,0.0070307455,-0.018216023,-0.0039414787,37.82742,0
100850267,100850092,3932170,0.009374327,-0.017417075,-0.0033555832,37.778458,0
101852584,101852410,3932170,0.008735169,-0.018056232,-0.00079894834,37.4847,0
102852405,102852225,3932170,0.0049002166,-0.013635385,-0.0038349521,37.63158,0
103850957,103850783,3932170,0.008575379,-0.016937705,-0.0042077946,37.778458,0
104850771,104850595,3932170,0.008468852,-0.016458336,-0.00495348,37.82742,0
105851841,105851662,3932170,0.009001484,-0.015446335,-0.004261058,37.63158,0
