timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
789141714,789141329,3801098,-0.20538299,0.033449303,-0.018908443,38.561813,0,10
790141885,790141498,3801098,-0.11472898,-0.061039653,0.13683322,38.365974,0,10
791143295,791142911,3801098,-0.3989948,-0.30908647,-0.04053331,38.90453,0,10
792144714,792144325,3801098,-0.5245362,0.065567024,-0.013528858,38.317013,0,10
793142388,793141996,3801098,0.46956858,0.7585748,-0.12506205,38.463894,0,10
794142555,794142166,3801098,-0.036645096,0.16431704,-0.05773733,38.561813,0,10
795143972,795143584,3801098,0.3658118,-0.058589544,0.3290069,38.659733,0,10
796141640,796141255,3801098,0.7656588,0.1869539,0.05736449,38.659733,0,10
797141802,797141417,3801098,0.14130732,-0.9692841,-0.037550572,38.51285,0,10
798143218,798142828,3801098,-0.79633844,-0.3850931,0.1588842,38.463894,0,10
799144628,799144243,3801098,0.25007084,0.38328215,-0.100347914,38.561813,0,10
800142300,800141913,3801098,-0.17795242,-0.027963191,0.114675716,38.365974,0,10
801142471,801142080,3801098,-0.8339955,0.12761869,-0.0515588,38.561813,0,10
802143883,802143494,3801098,-0.6023005,-0.19126824,0.011345066,38.51285,0,10
803141562,803141163,3801098,-0.13550164,-0.25427863,-0.0046871635,38.659733,0,10
804142969,804142579,3801098,-0.32794166,0.04245079,-0.010013485,38.659733,0,10
805143133,805142749,3801098,0.17470337,0.42994073,-0.0069774822,38.70869,0,10
806144559,806144168,3801098,0.23680829,0.09614012,0.02727077,38.75765,0,10
807142228,807141840,3801098,0.34748927,0.18391791,-0.019973708,38.659733,0,10
808143640,808143254,3801098,-0.18423748,0.33811495,-0.08655274,38.75765,0,10
809143808,809143423,3801098,-0.2770753,-0.09363674,-0.12128036,38.51285,0,10
810141492,810141096,3801098,0.96038914,-0.10402307,0.08633968,38.70869,0,10
811142905,811142515,3801098,-0.048682585,-0.107378654,0.086233154,38.75765,0,10
812143069,812142684,3801098,-0.4472513,-0.075101145,-0.14045511,38.70869,0,10
813144502,813144103,3801098,0.10860371,-0.19382487,-0.0406931,38.70869,0,10
814142163,814141777,3801098,0.03818973,-0.058696073,0.027856665,38.90453,0,10
815142333,815141948,3801098,-0.59793293,-0.13496901,-0.13832459,38.70869,0,10
816143762,816143367,3801098,0.12884374,0.38786277,0.09464875,39.051407,0,10
817141442,817141040,3801098,-0.26296052,0.15073492,0.08351673,38.855568,0,10
818142849,818142460,3801098,-0.009800433,0.119842246,-0.027377296,38.659733,0,10
819143036,819142631,3801098,-0.000479369,0.0002663161,0.015659388,38.463894,0,10
