timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
155768325,155767940,3801098,-0.011451593,-0.019867182,0.0049002166,42.28274,0,10
156764870,156764481,3801098,-0.008788432,-0.007882956,0.004101268,42.625458,0,10
157766425,157766023,3801098,-0.008149273,0.014647386,0.0021837922,42.331703,0,10
158766690,158766303,3801098,-0.00042610578,0.0066046393,-0.0038882152,42.47858,0,10
159764484,159764092,3801098,-0.013901701,0.010759171,-0.0010652645,42.52754,0,10
160764772,160764386,3801098,-0.000479369,-0.013209279,0.0031957934,42.52754,0,10
161767557,161767165,3801098,-0.008149273,-0.00990696,0.0043675844,42.47858,0,10
162766588,162766204,3801098,0.0052197957,0.012037489,0.008042746,42.47858,0,10
163765636,163765245,3801098,-0.009853696,-0.0056459014,-0.0020772656,42.52754,0,10
164765955,164765534,3801098,0.011771172,0.03424825,-0.005486112,42.47858,0,10
