timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
126154185,126154001,3932170,0.010972224,-0.013369069,-0.0037284256,36.946144,0
126155433,126155254,3932170,0.011132013,-0.017044231,-0.0018642128,36.946144,0
127158982,127158805,3932170,0.008681906,-0.015446335,-0.005752428,37.093025,0
128157523,128157347,3932170,0.005060006,-0.01454086,-0.0039414787,37.239902,0
129154803,129154628,3932170,0.0064981133,-0.015925704,-0.0052730595,37.044064,0
130155848,130155673,3932170,0.0017044231,-0.017523602,0.0055393754,37.093025,0
131156901,131156722,3932170,-0.16932379,-0.06828345,-0.1707619,37.093025,0
132157939,132157761,3932170,-0.40149817,-0.06567355,0.004527374,36.897186,0
133155224,133155048,3932170,0.17038904,0.17923075,0.22045648,36.946144,0
134156268,134156092,3932170,-0.47798416,0.60080916,0.06130597,37.093025,0
135157312,135157137,3932170,0.46205845,-0.21417142,0.45108625,37.093025,0
136154603,136154425,3932170,0.012836437,0.042237736,0.04356932,37.141983,0
137155651,137155474,3932170,-0.008575379,-0.0211455,0.1965413,37.093025,0
138156690,138156513,3932170,0.15616778,0.01832255,0.21076258,36.946144,0
139155228,139155052,3932170,0.10727213,0.009374327,0.122558676,37.093025,0
140155061,140154885,3932170,-0.010120012,-0.77988017,0.1567004,37.093025,0
141156067,141155889,3932170,1.4439659,-1.5929965,-0.088630006,36.946144,0
142157107,142156933,3932170,0.118776985,0.040693104,-0.0010120012,37.141983,0
143154394,143154219,3932170,-0.0005326322,-0.02545982,-0.0048469533,36.946144,0
144155444,144155267,3932170,0.008841695,-0.01438107,-0.0035153728,37.044064,0
