timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
63442388,63442210,3932170,0.015286545,-0.021518342,-0.0041545313,43.212975,0
63443639,63443463,3932170,0.012623385,-0.022050975,-0.0053263223,43.212975,0
64444873,64444695,3932170,0.014647386,-0.019228024,-0.0038882154,43.310894,0
65446094,65445915,3932170,0.01320928,-0.015925704,-0.0060187443,43.164017,0
66443565,66443385,3932170,0.0070307455,-0.01981392,-0.0051132697,43.212975,0
67444784,67444607,3932170,0.017097495,-0.016405074,-0.0023435818,43.066097,0
68444755,68444580,3932170,0.016245283,-0.021092238,-0.0010652645,43.017136,0
69442243,69442068,3932170,0.01768339,-0.01272991,-0.0017576864,43.310894,0
70443457,70443283,3932170,0.01667139,-0.016192019,-0.0046339002,43.212975,0
71444673,71444497,3932170,0.015978966,-0.018375812,-0.0022903187,43.164017,0
72445905,72445722,3932170,0.015552862,-0.013848438,-0.0039947415,43.310894,0
73443364,73443189,3932170,0.0139549645,-0.017576864,-0.0051665325,43.310894,0
74444587,74444412,3932170,0.013795175,-0.016458336,-0.00495348,42.968178,0
