timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
143564257,143564080,3932170,0.008362326,-0.018535601,0.0002663161,38.023254,0
143565550,143565373,3932170,0.005965481,-0.016138757,-0.0013315806,38.023254,0
144567832,144567658,3932170,0.009427591,-0.011345067,-0.0039414787,37.974297,0
145566404,145566228,3932170,0.006178534,-0.016458336,-0.004474111,38.121174,0
146564972,146564797,3932170,0.008575379,-0.013475596,-0.0060720076,37.974297,0
147564794,147564620,3932170,0.016245283,-0.0058589545,-0.0006391587,38.023254,0
148565871,148565697,3932170,0.029987194,-0.00079894834,-0.0025566348,37.974297,0
149566946,149566771,3932170,-0.0037284256,-0.021944448,-0.010546119,38.121174,0
150565515,150565341,3932170,0.0023435818,-0.00628506,-0.00074568513,38.121174,0
151565343,151565166,3932170,0.0034088462,-0.00058589544,-0.024927188,38.219093,0
152566416,152566241,3932170,0.07014766,-0.00644485,0.005965481,38.170135,0
153564987,153564812,3932170,0.26871297,-0.0644485,-0.17917748,37.925335,0
154566064,154565889,3932170,-0.5305017,0.003568636,0.049534798,38.170135,0
155565895,155565714,3932170,0.064874604,-0.03536678,-0.031478565,38.121174,0
156566970,156566792,3932170,0.1785916,-0.046711847,-0.16682042,38.170135,0
157565536,157565362,3932170,-0.39500007,0.403682,0.018109497,38.219093,0
158565361,158565186,3932170,0.3797668,-0.39345545,-0.025300032,38.023254,0
159566440,159566264,3932170,-0.054435015,-0.03616573,-0.028975194,38.170135,0
160563762,160563584,3932170,-0.0964597,0.05566007,-0.030519826,38.023254,0
161564836,161564661,3932170,0.12990901,-0.043942157,-0.034780886,38.023254,0
162565919,162565740,3932170,0.08335695,0.03542004,0.056885123,38.219093,0
163566993,163566817,3932170,-0.22556975,-0.0954477,-0.18104169,38.219093,0
164565576,164565393,3932170,0.09534117,0.20953752,-0.22381207,38.219093,0
165565389,165565215,3932170,0.53311163,0.57790595,-0.18386465,38.121174,0
166566471,166566294,3932170,-0.058269966,-0.099548966,0.80166477,38.121174,0
167563790,167563614,3932170,-0.0075101145,-0.04926848,0.035473306,38.121174,0
168564872,168564694,3932170,-0.02396845,0.015446335,0.018908445,38.023254,0
169565952,169565771,3932170,0.06146576,0.16980316,-0.042024683,38.023254,0
170567026,170566849,3932170,0.0147539135,-0.014487597,-0.0024501083,38.121174,0
171565597,171565423,3932170,0.009214538,-0.017310547,-0.0006924219,38.023254,0
172565432,172565255,3932170,0.0080960095,-0.018801916,-0.0025033716,38.219093,0
173567755,173567581,3932170,0.0075633777,-0.0112385405,-0.0031957934,38.219093,0
174565075,174564901,3932170,0.1154214,-0.087671265,-0.05225122,38.365974,0
