timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
168346249,168345865,3801098,0.112332135,0.119735725,0.01736381,42.821297,0,10
169345282,169344898,3801098,0.16255936,-0.16644756,-0.013848438,42.52754,0,10
170345566,170345182,3801098,0.02247708,-0.10556771,0.045486793,42.47858,0,10
171345851,171345465,3801098,-0.14056164,-0.009800433,-0.05507417,42.429623,0,10
172347402,172347004,3801098,0.17108147,0.0386691,0.0017044231,42.233784,0,10
173343912,173343525,3801098,0.31467912,0.41497377,-0.078616515,42.233784,0,10
174345442,174345048,3801098,-0.11978899,-0.00958738,-0.09427591,42.331703,0,10
175344475,175344077,3801098,0.38583878,-0.03424825,-0.051132694,42.233784,0,10
176343508,176343105,3801098,-0.0061785337,-0.10029465,0.02844256,42.135864,0,10
177345029,177344630,3801098,-0.6890663,-0.3355583,0.16815199,42.086903,0,10
178346545,178346153,3801098,-0.77242327,-0.03797668,-0.0984837,42.135864,0,10
179346813,179346428,3801098,-0.28160265,-0.39995354,0.037124466,42.086903,0,10
180344596,180344205,3801098,-0.03190467,-0.40059268,0.07973504,42.331703,0,10
181344877,181344477,3801098,0.050972905,0.08538094,-0.086233154,41.940025,0,10
182346397,182345996,3801098,-0.060560282,-0.41614556,-0.033609092,41.988983,0,10
183344165,183343766,3801098,0.14647385,-0.1504686,-0.088363685,41.940025,0,10
184345654,184345266,3801098,-0.5887184,-0.03552657,-0.257794,41.548347,0,10
185345903,185345513,3801098,-0.7611847,0.5591573,-0.30637005,41.25459,0,10
186343642,186343258,3801098,0.5247493,-0.4082626,-0.12586099,41.15667,0,10
187343886,187343497,3801098,-0.37252298,0.04378237,0.031052459,41.05875,0,10
188345366,188344981,3801098,0.109509185,0.20106867,-0.13171995,40.520195,0,10
189346839,189346454,3801098,0.5807289,0.2737197,0.12639363,40.667076,0,10
190344574,190344189,3801098,0.01422128,0.40453416,-0.06988135,40.520195,0,10
191344808,191344423,3801098,-0.4111388,-0.046339,0.021411816,40.618114,0,10
