timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
208619745,208619550,3932170,0.010492856,-0.018269286,-0.0025566348,37.43574,0
208620975,208620798,3932170,0.006924219,-0.014061491,-0.0029294773,37.43574,0
209622023,209621845,3932170,0.009853696,-0.014487597,-0.002822951,37.141983,0
210620562,210620387,3932170,0.013102753,-0.013528858,-0.002396845,37.093025,0
211621611,211621436,3932170,0.008468852,-0.009427591,-0.00314253,37.239902,0
212622666,212622485,3932170,0.008735169,-0.014434334,-0.00660464,37.141983,0
213619951,213619775,3932170,0.01155812,-0.016511599,-0.0030360038,37.239902,0
214621000,214620824,3932170,0.005965481,-0.017523602,-0.0046339002,37.141983,0
215622047,215621873,3932170,0.0075101145,-0.018535601,-0.0037284256,37.28886,0
216623101,216622922,3932170,0.009001484,-0.015339809,-0.0055926386,37.28886,0
217620391,217620216,3932170,0.010120012,-0.014061491,-0.004474111,37.43574,0
218621439,218621263,3932170,0.0073503247,-0.014647386,-0.00037284257,37.044064,0
219622495,219622315,3932170,0.011930962,-0.016245283,-0.0015978967,37.38678,0
