timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
630824059,630823658,3801098,-0.09406285,-0.071798824,0.014700649,40.618114,0,10
631823021,631822636,3801098,-0.19920444,-0.2753176,0.30887341,40.618114,0,10
632822001,632821614,3801098,0.10146644,-0.2625344,0.107644975,40.471237,0,10
633822229,633821846,3801098,-0.064075656,0.13321131,0.034567833,40.520195,0,10
634822457,634822066,3801098,0.25321335,0.25411883,0.1432248,40.471237,0,10
635820194,635819800,3801098,-0.06833671,-0.51894355,-0.10562097,40.471237,0,10
636826647,636826261,3801098,-0.71772194,-0.17667411,0.021731395,40.520195,0,10
637825619,637825233,3801098,0.39148468,-0.19861856,0.019760655,40.618114,0,10
638824593,638824206,3801098,1.2891297,0.11590077,0.19718045,40.716034,0,10
639821062,639820678,3801098,-0.00058589544,0.18679412,-0.03009372,40.17748,0,10
640821279,640820895,3801098,0.08942895,0.1417867,-0.09257148,40.324356,0,10
641822751,641822358,3801098,-0.16170715,0.016618125,0.073343456,40.12852,0,10
642820475,642820078,3801098,0.22264026,-0.2826679,0.1468467,40.17748,0,10
643821933,643821546,3801098,-0.76240975,0.17496969,0.05161206,40.324356,0,10
644822148,644821763,3801098,0.048842374,-0.21481058,0.23531692,40.324356,0,10
645823620,645823229,3801098,-0.4252003,0.29534456,-0.062211443,40.2754,0,10
646821334,646820948,3801098,-0.31973913,0.12399678,0.09257148,40.07956,0,10
647821561,647821162,3801098,-0.20085561,0.10285128,-0.057417754,40.07956,0,10
648820524,648820130,3801098,0.2986469,-0.027057717,-0.078403465,40.324356,0,10
649820648,649820332,3801098,-0.10370349,0.028336033,0.009108011,39.932682,0,10
650820937,650820535,3801098,-0.051026165,0.04644553,-0.0032490566,39.541004,0,10
651822387,651821987,3801098,0.013528858,0.005592638,0.014434333,39.736843,0,10
