timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
23807929,23807753,3932170,0.0076699043,-0.01768339,-0.0045806374,37.093025,0
23809184,23809007,3932170,0.008362326,-0.014966966,-0.0052730595,37.093025,0
24810240,24810060,3932170,0.0076699043,-0.017470337,-0.00079894834,37.093025,0
25811268,25811094,3932170,0.0063915867,-0.01257012,-0.001438107,36.946144,0
26808556,26808380,3932170,0.0080960095,-0.015180019,-0.0018642128,37.044064,0
27809615,27809436,3932170,0.008255799,-0.016192019,-0.0027696877,37.093025,0
28810645,28810469,3932170,0.007190535,-0.01720402,-0.0037284256,36.946144,0
29811688,29811513,3932170,0.008149273,-0.017470337,-0.0012250541,36.946144,0
30808976,30808801,3932170,0.009001484,-0.01720402,-0.0012783174,36.848225,0
31810022,31809846,3932170,0.007936221,-0.015765915,-0.0013848438,37.093025,0
32811072,32810891,3932170,0.010865698,-0.015765915,-0.0055393754,36.897186,0
33808400,33808225,3932170,0.0063915867,-0.014913702,-0.0023435818,37.141983,0
34809401,34809225,3932170,0.008415589,-0.016990967,-0.0013315806,36.848225,0
