timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
30533064,30532673,3801098,0.028122982,-0.00793622,0.04974785,42.47858,0,10
31530849,31530460,3801098,0.03073288,0.07819041,0.013848438,42.28274,0,10
32532391,32531992,3801098,-0.017896442,0.079095885,0.04245079,42.28274,0,10
33532662,33532275,3801098,0.14721954,0.11899004,-0.010546118,42.429623,0,10
34530456,34530059,3801098,0.1407747,0.009054747,-5.3263222e-05,42.233784,0,10
35531977,35531589,3801098,0.12665994,0.06966829,-0.020240024,42.28274,0,10
36532259,36531869,3801098,0.2884736,0.08628642,-0.051345747,42.331703,0,10
37533715,37533397,3801098,0.42306978,-0.06380934,0.03424825,42.28274,0,10
38531566,38531178,3801098,0.21656826,0.1251153,-0.049321745,42.28274,0,10
39531878,39531463,3801098,-0.04133226,-0.0023435818,0.00958738,42.28274,0,10
40534621,40534236,3801098,-0.04543353,0.015286544,-0.0073503247,42.331703,0,10
41531167,41530772,3801098,-0.007829694,0.0035153728,0.008788432,42.28274,0,10
42531507,42531083,3801098,-0.0058589545,0.004261058,0.0021837922,42.331703,0,10
43532985,43532587,3801098,-0.0046871635,0.0046871635,0.005592638,42.135864,0,10
44530793,44530394,3801098,-0.0010652645,0.00085221155,0.0025033713,42.52754,0,10
