timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
172171166,172171094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172475611,172475532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172783327,172783192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
173091382,173091192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
173395184,173395111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
173704204,173704137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174007611,174007540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174315156,174315088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174439393,174439315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174511162,174511091,0.0,0.0,0.06410257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174707706,174707425,0.0,0.0,0.18047337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
174871620,174871547,0.0,0.0,0.17948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175051549,175051486,0.0,0.0,0.18047337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175248424,175248342,0.0,0.0,0.17948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175499447,175499367,0.0,0.0,0.18047337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175716259,175716184,0.0,0.0,0.234714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175915985,175915912,0.0,0.0,0.4595661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176116081,176115810,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176275967,176275896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176499622,176499088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176699430,176699358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176895429,176895349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177111249,177111176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177255167,177255091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177507155,177507088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177524686,177524613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177831209,177831134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178011394,178011091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178299239,178299169,0.0,0.0,0.964497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178499233,178499135,0.0,0.0,0.6390532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178695207,178695132,0.0,0.0,0.63806707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
178839217,178839134,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179112862,179112794,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179272564,179272492,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179453462,179453132,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179759332,179759265,0.0,0.0,0.42209074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
179775182,179775111,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180083152,180083088,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180299181,180299093,0.0,0.0,0.42209074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180335830,180335761,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180639168,180639096,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180855848,180855769,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181019352,181019289,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181287166,181287090,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181503161,181503088,0.0,0.0,0.42209074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181704557,181704476,0.0,0.0,0.42209074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181811155,181811091,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182115368,182115292,0.0,0.0,0.42209074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182135592,182135523,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182495157,182495088,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182675158,182675088,0.0,0.0,0.42307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182907163,182907088,0.0,0.0,0.40039447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183088258,183088185,0.0,0.0,0.31656805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183215276,183215207,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183503155,183503088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183627696,183627621,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183899436,183899160,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184023159,184023088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184259149,184259088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184547158,184547091,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184619151,184619088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
184923284,184923206,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185103245,185103174,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185211161,185211091,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185511400,185511330,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185707359,185707286,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185871163,185871099,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186104551,186104478,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186175171,186175097,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186483591,186483527,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186663809,186663749,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186859159,186859088,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187039159,187039088,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187239334,187239272,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187383150,187383088,0.0,0.0,0.31755424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187563201,187563138,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187867320,187867244,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188172481,188172407,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188479154,188479091,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188787156,188787091,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189091163,189091093,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189395582,189395508,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189703160,189703088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190011157,190011091,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190315159,190315088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190351162,190351091,0.09306931,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190495166,190495091,1.0,-0.054,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190711159,190711091,1.0,-0.114,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190875154,190875088,1.0,-0.124,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191071159,191071091,1.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191308216,191307935,-0.4488978,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191502117,191502047,-0.05811623,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191703148,191703088,-0.13026053,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191919155,191919088,-0.57114226,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192099149,192099088,-0.42685372,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192315152,192315088,-0.26452905,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192511159,192511091,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192711197,192711134,0.0,-0.116,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192907203,192907088,0.23366337,-1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193089321,193089247,0.33069307,-1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193251239,193251173,0.29504952,-1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193518799,193518723,0.16831683,-1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193719425,193719356,0.0,-0.064,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193898615,193898539,0.0,0.7916667,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194043152,194043088,0.0,1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194311165,194311088,0.0,1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194464558,194464482,0.0,1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194644357,194644277,0.0,1.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194918086,194918018,0.0,0.1984127,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195075159,195075088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195239235,195239168,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195543250,195543175,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
195851274,195851205,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196155160,196155088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196443497,196443428,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196463410,196463088,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196576012,196575473,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
196885756,196885682,0.0,0.0,0.31854042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197039152,197039088,0.0,0.0,0.47928995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197239345,197239272,0.0,0.0,0.62919134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197399473,197399398,0.0,0.0,0.62919134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197615483,197615416,0.0,0.0,0.62919134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197799026,197798957,0.0,0.0,0.62919134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197991207,197991134,0.0,0.0,0.62919134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
