timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
167136345,167136270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167380704,167380627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167472347,167472271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167760964,167760888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167780706,167780639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168084412,168084324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168392143,168392037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168488108,168488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168688139,168688071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168940106,168940040,0.0,0.0,0.08382643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169136112,169136037,0.0,0.0,0.18244576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169316112,169316040,0.0,0.0,0.24852072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169552119,169552052,0.0,0.0,0.3639053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169748110,169748037,0.0,0.0,0.42110455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169893804,169892037,0.0,0.0,0.42998028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170128354,170128038,0.0,0.0,0.42998028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170233734,170233664,0.0,0.0,0.43096647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170488109,170488040,0.0,0.0,0.42998028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170756167,170756080,0.0,0.0,0.42011833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
