timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
629752173,629752044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
630024114,630024043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
630220116,630220042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
630420118,630420047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
630616106,630616037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
630816104,630816040,0.0,0.0,0.09861933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
630996107,630996037,0.0,0.0,0.26331362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
631228113,631228037,0.0,0.0,0.295858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
631428147,631428080,0.0,0.0,0.34319526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
631608365,631608037,0.0,0.0,0.4871795,-0.05367793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
631804107,631804037,0.0,0.0,0.5285996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
632004207,632004140,0.0,0.0,0.5276134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
632221104,632221037,0.0,0.0,0.108481266,0.045908183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
632381002,632380933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
632596136,632596060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
632812179,632812095,0.0,0.0,0.21203156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
633028156,633028080,0.0,0.0,0.27712032,-0.1530815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
633228104,633228037,0.0,-0.424,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
633372105,633372037,0.0,-1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
633604110,633604037,0.0,-1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
633912256,633912187,0.0,-1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
634020101,634020037,0.0,-0.264,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
634216113,634216037,0.0,0.99007934,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
634416105,634416037,0.0,1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
634632099,634632037,0.0,1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
634792151,634792037,0.0,1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
635028148,635028037,0.0,0.6984127,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
635224107,635224037,0.0,-0.468,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
635404114,635404037,0.001980198,-1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
635497788,635497712,0.013861386,-1.0,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
635820294,635820226,0.0,-0.366,0.2790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
636036537,636035964,0.0,0.0,0.39940828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
636216464,636216397,0.0,0.0,0.4556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
636412189,636412116,0.0,0.0,0.44773176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
636628258,636628182,0.0,0.0,0.3954635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
636800149,636800080,0.0,0.0,0.28303748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
