timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
278142151,278141941,3.4221754e-05,0.00087224715,0.0028083357
278143393,278143186,-9.6653646e-05,0.00072704523,0.0026955516
278165947,278165739,0.0011739527,-0.0014998384,0.00235596
278183500,278183279,0.00055372954,-0.0004951007,0.0034378008
278204803,278204582,-0.0003108505,0.00060210534,0.0030061454
278224833,278224626,0.00023277698,-0.00020964653,0.0034227294
278246137,278245932,0.00023420475,-6.948542e-07,0.0039862213
278263670,278263468,0.0015246782,-0.00030026556,0.00332398
278284975,278284767,0.0020495076,0.00035732077,0.0035014786
278306292,278306068,-4.345247e-05,0.000835643,0.0036029331
278323818,278323608,-0.00040939136,0.0009185768,0.0036807817
278343865,278343659,0.00064715056,0.0013017078,0.003999844
278365169,278364956,0.0013574731,0.000762952,0.0032123788
278386466,278386256,0.0009491678,-0.0012448063,0.003960918
278403997,278403797,0.0010364087,-0.00045728238,0.004422773
278425319,278425098,-0.0019692327,0.0004477605,0.003670508
278446609,278446399,-0.0009277864,-0.0005571558,0.0034294906
278462892,278462686,-0.0012445559,-0.00028690553,0.0037042473
278484189,278483986,-0.00048177323,-0.0022466131,0.0024711252
278505491,278505286,0.00012881047,-0.0011753575,0.002854538
278523031,278522827,0.0002951726,0.0005022677,0.0032023725
278544344,278544128,-0.00057599647,0.0004636619,0.0030748348
278564387,278564177,0.00023272782,0.00060947036,0.004295508
278585681,278585475,0.0010293128,-0.0008445847,0.003189426
278603222,278603017,0.0005676396,-4.9552014e-05,0.0034886878
278624525,278624317,0.0011713689,0.0007025271,0.003316643
278647102,278646876,-0.00038672684,0.00047674673,0.0026883818
278665870,278665664,0.00024408118,0.00072939735,0.0026159582
278683408,278683205,-0.00010114199,-0.00049906445,0.0025293634
278704707,278704505,0.00066058274,-0.001213368,0.002574253
278726020,278725805,-0.000168457,-0.0011788099,0.003136127
278743549,278743346,-0.00069276453,-0.00033518326,0.0029766809
278763599,278763393,-0.0011368995,0.00041220422,0.00351586
278784928,278784717,4.9767285e-05,-0.00061213307,0.0029105023
278806216,278805994,0.00051677343,-0.00045559806,0.0029878428
278823774,278823570,0.001061019,-0.00017884081,0.0033486187
278845038,278844835,0.00083300256,0.00024225292,0.0027231083
278866345,278866136,0.0001899153,-9.15091e-05,0.002655883
278883879,278883674,0.0008843793,-1.5157113e-05,0.002462346
278903932,278903724,0.0013408735,-0.00018761348,0.0027735194
278925225,278925024,0.0011090856,-0.0012243745,0.003843429
278942773,278942565,0.00055472006,-0.0007000743,0.0027521895
278964073,278963868,0.0008860469,-8.25471e-05,0.003471814
278984154,278983947,-1.8989089e-06,0.0005124951,0.0035088924
279005420,279005214,-0.000163731,-0.0017314231,0.0029795838
279022965,279022759,0.00069239497,-0.0008787381,0.0033290836
279044260,279044055,0.00068627705,-0.001405295,0.0023263039
279065555,279065354,-0.00044281365,0.000572483,0.002793569
279083110,279082899,-0.0008746797,-0.00032206767,0.0032477085
279103149,279102944,0.0005026532,-0.0005744359,0.004198385
279124448,279124244,0.00065456243,-0.00045984527,0.0034735163
279144500,279144292,0.0012695143,-0.0011910639,0.0035166207
279163288,279163084,0.0005620915,0.0007448723,0.002816782
279184586,279184384,-1.7299471e-05,0.0008607758,0.0022739342
279204635,279204432,0.00041653623,0.00042455102,0.0032966824
279222179,279221973,0.0012749896,-0.00042294528,0.002585798
279243542,279243339,0.0006278209,-0.00015551933,0.0037991889
279264775,279264573,-0.00021819078,-0.0007250919,0.0037065393
279286075,279285874,0.00073948025,0.0005814515,0.0029597015
279303618,279303416,0.00015729395,0.0005646866,0.0037585262
279323665,279323463,1.22448055e-05,-0.00039001394,0.002888085
279344964,279344762,0.0013413032,-0.0010268646,0.0033145193
279366265,279366063,0.000986347,0.00014419359,0.0035462328
279383806,279383604,-0.00072363426,0.00020726155,0.0032715565
279405109,279404904,-0.00011822758,-0.00033087537,0.0023909037
279425158,279424951,-0.0003182331,-0.0014420921,0.0027508566
279442699,279442492,-6.657991e-05,-0.00014790821,0.003319858
279464031,279463825,0.00050621596,-0.00032518673,0.0034492488
279485310,279485094,0.00047000768,0.0007367715,0.0033992657
279502863,279502657,0.00025361488,0.00048896484,0.002936314
279524139,279523934,0.0003487255,0.00012517058,0.0024754074
279544186,279543981,0.0015406575,0.00013899799,0.0029173968
279565485,279565282,0.0004852745,-0.00027157654,0.0034868522
279583028,279582822,0.0006367441,-0.0004928444,0.0029638796
279604330,279604124,-0.0013733843,-0.00036012137,0.0028222294
279625630,279625428,6.4881184e-05,-0.00035599092,0.002308109
279643182,279642976,-0.00030916018,-0.00037829267,0.0032438126
279663217,279663012,0.00039716333,-0.0013087661,0.003257091
279684540,279684335,-0.00061591296,-0.00055545854,0.0023426178
279705820,279705614,-0.0015517601,-0.00041102173,0.0026085388
279723363,279723154,-0.00055771286,-0.000118635486,0.004027338
279744661,279744454,0.00042650988,-0.0005311989,0.0026626154
279764708,279764501,0.0007553421,-0.0013268398,0.0030675002
279782250,279782045,0.00078516256,-0.0009982719,0.0033037334
279803547,279803341,0.00028924824,-0.0002463588,0.00290075
279824848,279824642,0.0003771363,-0.0001736473,0.0023873867
279846150,279845942,0.0010654542,0.0005153888,0.0023490624
279863687,279863483,0.00039384962,-9.21976e-05,0.0035939843
279883739,279883530,0.00023533296,5.356393e-05,0.0029599483
279905068,279904862,-0.0001792692,0.0009818844,0.0030921698
279926335,279926131,-3.902512e-05,0.0010289073,0.0037853264
279943877,279943672,-0.0002214328,-0.0012793149,0.0035748912
279965185,279964973,0.00069311383,-0.0006251249,0.0028369213
279985231,279985023,4.4971992e-05,-0.0015224211,0.0037720841
280002778,280002565,0.00058799586,0.00026908552,0.0035634632
280024066,280023860,-0.0003568767,0.0001627366,0.0033863722
280045379,280045161,-0.0005736846,-0.0009104854,0.0031292918
280062910,280062705,5.81173e-05,-0.0007440707,0.0017720746
280084213,280084002,0.0012238343,-0.00010710757,0.0033804479
280104255,280104049,0.00036818796,6.081574e-05,0.0036133474
280125559,280125351,0.00046080528,0.000538583,0.0035001289
280143098,280142891,0.0007084406,0.0005505508,0.0031680614
280164397,280164191,0.0014994377,0.00012518895,0.0035017196
280185706,280185501,0.00044768947,0.0008017268,0.0035814403
280203240,280203034,0.00038702416,-3.89629e-05,0.0039644227
280223285,280223081,-0.00041864748,0.0002677996,0.002098421
280244586,280244380,0.00040697408,-9.1977105e-05,0.0033695565
280265930,280265717,-0.00020944385,-0.00090224616,0.0030810626
280283425,280283221,0.00093051797,-0.0010206385,0.0021427271
280304735,280304521,-0.00042739502,-0.001247523,0.0036966505
280326042,280325822,-0.000871242,0.00080690795,0.0030369535
280342313,280342110,0.00016746948,-2.0910154e-05,0.0038498095
280363617,280363410,0.00019996666,8.520522e-05,0.0027445352
280386174,280385966,0.00086081465,-0.00055808364,0.0027064008
