timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
1332674625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332975185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333023393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333131253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333255226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333363174,0,0.0,-0.026052104,0.0,0.0,0.0,0.0,0.0,0.0
1333383255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333471223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333596144,0,0.0,0.0,0.0,0.00591716,0.0,0.0,0.0,0.0
1333636515,0,0.0,0.0,0.0,0.019723866,0.0,0.0,0.0,0.0
1333776450,0,0.0,0.0,0.0,0.019723866,0.0,0.0,0.0,0.0
1333887459,0,0.0,0.0,0.00998004,0.019723866,0.0,0.0,0.0,0.0
1333996049,0,0.0,0.0,0.0,0.07199211,0.0,0.0,0.0,0.0
1334083504,0,0.0,0.0,0.0,0.18737672,0.0,0.0,0.0,0.0
1334191163,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
1334247221,0,0.0,0.0,0.0,0.28500986,0.0,0.0,0.0,0.0
1334371162,0,0.0,0.0,0.0,0.29684418,0.0,0.0,0.0,0.0
1334479481,0,0.0,0.0,0.0,0.38954636,0.0,0.0,0.0,0.0
1334535619,0,0.0,0.0,0.0,0.42406312,0.0,0.0,0.0,0.0
1334696544,0,0.0,0.0,0.0,0.44970414,0.0,0.0,0.0,0.0
1334787204,0,0.0,0.0,0.0,0.49506903,0.0,0.0,0.0,0.0
1334875164,0,0.0,0.0,0.0,0.5601578,0.0,0.0,0.0,0.0
1334967429,0,0.0,0.0,0.0,0.5897436,0.0,0.0,0.0,0.0
1335055166,0,0.0,0.0,0.0,0.60749507,0.0,0.0,0.0,0.0
1335164777,0,0.0,0.0,0.0,0.6637081,0.0,0.0,0.0,0.0
1335291157,0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
1335379371,0,0.0,0.0,0.0,0.7001972,0.0,0.0,0.0,0.0
1335471155,0,0.0,0.0,0.0,0.72978306,0.0,0.0,0.0,0.0
1335559217,0,0.0,0.0,0.0,0.7327416,0.0,0.0,0.0,0.0
1335684414,0,0.0,0.0,0.0,0.7495069,0.0,0.0,0.0,0.0
1335723624,0,0.0,0.0,0.0,0.7672584,0.0,0.0,0.0,0.0
1335811417,0,0.0,0.0,0.0,0.7692308,0.0,0.0,0.0,0.0
1335991260,0,0.0,0.0,0.0,0.7978304,0.0,0.0,0.0,0.0
1336063680,0,0.0,0.0,0.0,0.7998028,0.0,0.0,0.0,0.0
1336187531,0,0.0,0.0,0.0,0.81262326,0.0,0.0,0.0,0.0
1336279209,0,0.0,0.0,0.0,0.82840234,0.0,0.0,0.0,0.0
1336387288,0,0.0,0.0,0.0,0.82938856,0.0,0.0,0.0,0.0
1336423364,0,0.0,0.0,0.0,0.83136094,0.0,0.0,0.0,0.0
1336568215,0,0.0,0.0,0.0,0.83431953,0.0,0.0,0.0,0.0
1336659329,0,0.0,0.0,0.0,0.8353057,0.0,0.0,0.0,0.0
1336748386,0,0.0,0.0,0.0,0.84714,0.0,0.0,0.0,0.0
1336855422,0,0.0,0.0,0.0,0.8688363,0.0,0.0,0.0,0.0
1336983155,0,0.0,0.0,0.0,0.8786982,0.0,0.0,0.0,0.0
1337035164,0,0.0,0.0,0.0,0.8806706,0.0,0.0,0.0,0.0
1337127477,0,0.0,0.0,0.0,0.8816568,0.0,0.0,0.0,0.0
1337199155,0,0.0,0.0,0.0,0.882643,0.0,0.0,0.0,0.0
1337503236,0,0.0,0.0,0.0,0.882643,0.0,0.0,0.0,0.0
