timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
1332889758,1332889284,0.15350297,0.3301848,-9.800845
1332944674,1332944217,0.15326776,0.30886707,-9.798663
1332994649,1332994166,0.15569364,0.315579,-9.795068
1333039602,1333039111,0.14161548,0.33928615,-9.785283
1333089534,1333089056,0.16968063,0.38281968,-9.800714
1333144459,1333143988,0.069011874,0.17976443,-9.799557
1333189405,1333188936,0.07242145,0.26717016,-9.867577
1333239351,1333238879,0.2709435,0.45591503,-9.864438
1333294271,1333293816,0.21756852,0.2248463,-9.785979
1333344215,1333343759,0.2679604,0.4458187,-9.876362
1333389162,1333388707,0.37145326,0.3632438,-9.91454
1333439140,1333438650,0.14456291,0.2897753,-9.934833
1333494059,1333493587,-0.029536031,0.36797914,-9.693923
1333544002,1333543533,0.29171723,0.37250575,-9.652424
1333588937,1333588478,0.45748043,0.31766886,-9.714991
1333648882,1333648413,-0.12649748,0.34745225,-9.723403
1333693852,1333693389,0.08694,0.2674405,-9.6746645
1333743758,1333743299,0.4701596,0.36532494,-9.847901
1333788691,1333788247,0.48758954,0.3980859,-9.89191
1333843629,1333843185,-0.050622784,0.21931316,-9.738709
1333893577,1333893127,0.5277066,0.34897992,-9.815392
1333938534,1333938079,0.508268,0.39582682,-9.907198
1333993462,1333993013,-0.023186758,0.21986553,-9.753133
1334043412,1334042955,0.5083749,0.60509473,-9.770307
1334093341,1334092898,-0.17187698,0.21731605,-9.858339
1334138299,1334137848,-0.08986309,0.16780218,-9.824383
1334193227,1334192783,0.36942747,0.5533573,-9.696046
1334243180,1334242726,-0.041210018,0.13550004,-9.798433
1334293123,1334292668,0.14280112,0.29041567,-9.981667
1334342994,1334342611,0.33216316,0.49404514,-9.673225
1334393001,1334392554,0.12781635,0.058232557,-9.789034
1334442949,1334442497,0.22215734,0.41844988,-9.93713
1334487954,1334487445,0.07954385,0.3455206,-9.8311405
1334542833,1334542389,0.23756236,0.23318426,-9.8539915
1334592768,1334592324,0.22199313,0.40207717,-9.982478
1334642718,1334642267,-0.054019585,0.27645913,-9.818404
1334692660,1334692210,0.4160402,0.40494442,-9.83925
1334742604,1334742152,0.22982225,0.18191017,-9.931467
1334792548,1334792095,-0.027985724,0.2601297,-9.683963
1334842560,1334842037,0.38129267,0.43216616,-9.815604
1334892431,1334891980,0.14048313,0.2514208,-9.919472
1334942385,1334941923,0.15449703,0.26067716,-9.734369
1334992310,1334991866,0.29664427,0.48477432,-9.803613
1335042264,1335041808,0.029541114,0.34177762,-9.919083
1335092194,1335091751,0.18588044,0.09515192,-9.79346
1335142138,1335141693,0.27904338,0.47187412,-9.815306
1335192078,1335191636,0.0453993,0.34625143,-9.827512
1335242025,1335241579,0.18204966,0.16540766,-9.762586
1335291966,1335291521,0.38147092,0.41101366,-9.929679
1335341914,1335341464,-0.106777534,0.3050587,-9.706604
1335391852,1335391407,0.31946972,0.23008637,-9.695849
1335441798,1335441349,0.0899721,0.49968833,-9.90614
1335491741,1335491292,0.14078645,0.27969828,-9.80718
1335541678,1335541234,0.23297694,0.1704291,-9.913414
1335591641,1335591177,0.19392186,0.30998817,-10.010298
1335641576,1335641126,0.07270784,0.49479365,-9.650838
1335691531,1335691062,0.14923342,0.47158584,-9.7334385
1335741455,1335741005,-0.22673336,0.47828007,-9.743089
1335791404,1335790948,0.10962457,0.50028694,-9.908022
1335841333,1335840890,0.05645462,0.22172922,-9.7968235
1335891288,1335890833,0.2242864,0.27926105,-9.799983
1335941223,1335940776,0.48515654,0.25043723,-9.835593
1335991170,1335990718,0.17259382,0.7049686,-9.670084
1336041119,1336040661,-0.05870039,0.04618771,-9.893837
1336091103,1336090603,0.015011809,0.25373092,-9.830969
1336140996,1336140546,-0.1673656,0.05851643,-9.627983
1336190935,1336190489,0.13321856,0.53669244,-10.035048
1336240882,1336240432,0.20438237,-0.055560235,-9.551042
1336290832,1336290384,0.36311585,0.42788473,-9.810246
1336340773,1336340317,-0.03111055,0.69945306,-9.687316
1336390703,1336390259,-0.65977776,0.58918273,-9.667537
1336440647,1336440202,0.057549093,0.60787046,-9.844803
1336490602,1336490145,-0.7932041,0.062669605,-9.349392
1336540539,1336540088,-0.0944973,0.028874556,-9.960117
1336590496,1336590030,1.3690654,1.0802274,-9.924474
1336640432,1336639973,0.67616904,0.58638906,-9.627621
1336690371,1336689916,-0.828845,-0.72481006,-9.658633
1336740303,1336739858,0.48537135,1.8758801,-10.031939
1336795249,1336794795,0.39635327,0.85565114,-9.620694
1336840188,1336839743,0.47822145,-0.25039044,-10.316042
1336890141,1336889686,-0.74986154,0.77461535,-10.036481
1336940085,1336939628,0.046934668,0.19506355,-10.205766
1336995011,1336994565,0.39455777,0.47447088,-10.382507
1337039963,1337039514,0.8870116,0.74252623,-11.001539
1337089907,1337089457,0.23209634,0.8663909,-11.177962
1337144838,1337144394,0.4383658,0.84256023,-11.70075
1337194780,1337194336,-0.45695573,-0.023308344,-11.169457
1337239736,1337239284,0.44072136,1.0566003,-11.567716
1337289674,1337289227,-0.6055905,0.03464474,-11.423041
1337344615,1337344164,0.39586106,0.7365604,-11.799387
1337389563,1337389112,0.019473922,0.3642579,-11.699792
