timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
208620798,-23.55603004117064,-46.73022436661989,723.80536,728.1556,-0.0,0.6496712,1.2287043,723.703,2,0,1,0
208630826,-23.556030032649794,-46.73022436802801,723.80536,728.1556,-0.0,0.6500635,1.228918,723.7031,2,0,1,0
208821256,-23.55602986019797,-46.73022441297373,723.803,728.1583,-0.0,0.64962775,1.2285,723.69727,2,0,1,0
209021717,-23.55602969222528,-46.730224457272705,723.79816,728.1581,-0.0,0.649577,1.2282976,723.6917,2,0,1,0
209222177,-23.556029524640675,-46.73022449799993,723.7956,728.1591,-0.0,0.64953303,1.2288669,723.6951,2,0,1,0
209422637,-23.556029367242928,-46.73022452537108,723.7941,728.1602,-0.0,0.6494819,1.2286662,723.6921,2,0,1,0
209623098,-23.5560292109387,-46.73022455781742,723.79236,728.16016,-0.0,0.6494376,1.2284621,723.68854,2,0,1,0
209823558,-23.556029063110294,-46.73022459646697,723.7886,728.1572,-0.0,0.6494374,1.2282624,723.688,2,0,1,0
210024025,-23.556028934197577,-46.730224616112196,723.78644,728.155,-0.0,0.6494268,1.2288336,723.686,2,0,1,0
210224479,-23.55602882022315,-46.73022463061732,723.7862,728.154,-0.0,0.6494197,1.2286329,723.6873,2,0,1,0
210424939,-23.556028709797292,-46.7302246558845,723.78705,728.15314,-0.0,0.6494024,1.2284342,723.6881,2,0,1,0
210625399,-23.556028619665813,-46.73022468228435,723.7883,728.1517,-0.0,0.6493889,1.2282374,723.6914,2,0,1,0
210825907,-23.556028539581817,-46.730224711460686,723.79126,728.1512,-0.0,0.64936566,1.2288107,723.69543,2,0,1,0
211026321,-23.556028477663062,-46.730224732146205,723.7926,728.14825,-0.0,0.64934653,1.2286099,723.6931,2,0,1,0
211226780,-23.55602842482049,-46.730224744754345,723.79456,728.1451,-0.0,0.6493566,1.228416,723.697,2,0,1,0
211427240,-23.556028371825686,-46.73022475146221,723.79456,728.13873,-0.0,0.64932966,1.2289889,723.6918,2,0,1,0
211627700,-23.55602832599234,-46.73022476615446,723.7916,728.1288,-0.0,0.64926803,1.2287865,723.68744,2,0,1,0
211828161,-23.556028287665665,-46.73022479238063,723.7885,728.1187,-0.0,0.6492384,1.2285881,723.68567,2,0,1,0
212028621,-23.556028257521064,-46.73022479971419,723.7868,728.10876,-0.0,0.6492133,1.2283915,723.6877,2,0,1,0
212219060,-23.556028229621383,-46.73022479791779,723.78625,728.0992,-0.0,0.64878815,1.2287523,723.6865,2,0,1,0
212429542,-23.55602820419177,-46.730224797669855,723.7856,728.0889,-0.0,0.6491494,1.228768,723.6842,2,0,1,0
212630002,-23.556028185003772,-46.73022479213738,723.78424,728.0781,-0.0,0.649163,1.2285738,723.6813,2,0,1,0
212830462,-23.556028162320807,-46.73022476814326,723.78174,728.0641,-0.0,0.6491386,1.228379,723.6813,2,0,1,0
213020900,-23.556028154320984,-46.730224747861804,723.78046,728.0514,-0.0,0.64871323,1.2287409,723.6801,2,0,1,0
213221360,-23.5560281478092,-46.7302247289838,723.7791,728.03674,-0.0,0.64864516,1.2285427,723.6767,2,0,1,0
213421820,-23.556028134048045,-46.730224716158126,723.77783,728.02356,-0.0,0.6486224,1.2283481,723.67584,2,0,1,0
213622282,-23.556028124585914,-46.73022469388087,723.7749,728.0066,-0.0,0.64856464,1.2289213,723.6706,2,0,1,0
