timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
788145024,788143665,-23.556046521253492,-46.73022685773294,725.8548,721.89044,-0.0,0.59937006,1.1369864,725.7452,2,0,1,0
788155392,788153648,-23.556046517475497,-46.73022686837802,725.85486,721.8905,-0.0,0.5997497,1.1372141,725.7454,2,0,1,0
788344826,788343443,-23.556046443346844,-46.7302270435693,725.8565,721.8797,-0.0,0.5992383,1.136754,725.74774,2,0,1,0
788544439,788543227,-23.556046360166658,-46.73022721634198,725.86005,721.8698,-0.0,0.59910166,1.1365225,725.7563,2,0,1,0
788744295,788743011,-23.556046277283432,-46.73022740457588,725.86676,721.8647,-0.0,0.5989469,1.1371202,725.7655,2,0,1,0
788949694,788947789,-23.556046197483496,-46.73022759120284,725.87604,721.86304,-0.0,0.5987844,1.1368889,725.7715,2,0,1,0
789149389,789147573,-23.556046128244567,-46.73022778765388,725.8858,721.8615,-0.0,0.5986377,1.136661,725.7715,2,0,1,0
789349097,789347357,-23.556046055174043,-46.73022798566976,725.89606,721.861,-0.0,0.5985944,1.1364355,725.7715,2,0,1,0
789548937,789547141,-23.556045972124647,-46.730228181695075,725.90607,721.86035,-0.0,0.5985605,1.1370349,725.7715,2,0,1,0
789748297,789746925,-23.556045822416834,-46.73022843866239,725.9143,721.85876,-0.0,0.5984765,1.1368098,725.7715,2,0,1,0
789948065,789946709,-23.556045682022123,-46.73022873121623,725.9221,721.85803,-0.0,0.5983475,1.1365819,725.7715,2,0,1,0
790148267,790146493,-23.55604552394568,-46.73022905911568,725.93195,721.86005,-0.0,0.5982103,1.1363552,725.7715,2,0,1,0
790347632,790346276,-23.55604539795431,-46.73022928560965,725.94403,721.86523,-0.0,0.59808165,1.1369545,725.7715,2,0,1,0
790547918,790546060,-23.556045317848834,-46.73022945278729,725.955,721.86945,-0.0,0.59794587,1.1367292,725.7715,2,0,1,0
790747071,790745849,-23.55604527625017,-46.73022953215175,725.96747,721.8764,-0.0,0.59780395,1.1365045,725.7715,2,0,1,0
790946908,790945625,-23.556045235839374,-46.73022956020415,726.00714,721.91254,-0.0,0.5976416,1.1371036,725.7715,2,0,1,0
791146618,791145408,-23.55604517147414,-46.730229542859966,726.0998,722.0019,-0.0,0.5974821,1.1368771,725.7715,2,0,1,0
791346564,791345191,-23.556045086787755,-46.730229433223286,726.2409,722.13947,-0.0,0.5974072,1.1366482,725.7715,2,0,1,0
791546394,791544981,-23.556045062463483,-46.730229290722754,726.3984,722.2938,-0.0,0.5973429,1.1364226,725.7715,2,0,1,0
791745988,791744758,-23.556045004491068,-46.73022912316148,726.56366,722.45703,-0.0,0.59729344,1.1370244,725.7715,2,0,1,0
791945760,791944541,-23.556044984746702,-46.73022894797252,726.7462,722.6385,-0.0,0.5973019,1.136797,725.7715,2,0,1,0
