timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
29533765,29532398,-23.55604482946103,-46.7302084598271,722.32697,718.111,-0.0,0.73077196,1.5862978,722.2474,2,0,1,0
29733411,29732195,-23.55604476822702,-46.73020850576703,722.3338,718.13824,-0.0,0.7307595,1.5861363,722.2548,2,0,1,0
29939579,29937009,-23.556044746825165,-46.73020860514239,722.34106,718.1654,-0.0,0.7307046,1.5859767,722.25586,2,0,1,0
30138582,30136806,-23.55604464568699,-46.73020874781415,722.3484,718.1927,-0.0,0.7306885,1.5864049,722.25586,2,0,1,0
30337991,30336612,-23.55604456752995,-46.73020889429278,722.35187,718.2158,-0.0,0.7306463,1.586251,722.25586,2,0,1,0
30538252,30536421,-23.55604440110426,-46.730209009177436,722.3563,718.24054,-0.0,0.730618,1.5860972,722.25586,2,0,1,0
30738235,30736233,-23.55604423894033,-46.73020902475154,722.3595,718.26337,-0.0,0.7306305,1.585944,722.25586,2,0,1,0
30937425,30936034,-23.556044090280533,-46.73020884257001,722.3643,718.2886,-0.0,0.73068887,1.5863746,722.25586,2,0,1,0
31137753,31135843,-23.55604391946925,-46.73020857484517,722.3684,718.3126,-0.0,0.73078024,1.5862223,722.25586,2,0,1,0
31337498,31335648,-23.556043745279588,-46.730208270416156,722.37305,718.33746,-0.0,0.7308883,1.5860695,722.25586,2,0,1,0
31536864,31535456,-23.556043598554883,-46.73020797903831,722.3773,718.3617,-0.0,0.7309976,1.5865054,722.25586,2,0,1,0
31736595,31735262,-23.556043486746578,-46.73020768697301,722.3806,718.38495,-0.0,0.73109835,1.586357,722.25586,2,0,1,0
31936388,31935070,-23.55604341316633,-46.73020740867003,722.38513,718.4094,-0.0,0.7311842,1.5862093,722.25586,2,0,1,0
32136576,32134877,-23.556043405508497,-46.73020716533769,722.3889,718.43304,-0.0,0.7312652,1.5860621,722.25586,2,0,1,0
32336004,32334683,-23.556043419028025,-46.73020694552946,722.3919,718.4562,-0.0,0.7313241,1.5865009,722.25586,2,0,1,0
32535795,32534485,-23.556043470477835,-46.73020674594757,722.39526,718.47955,-0.0,0.7313608,1.5863509,722.25586,2,0,1,0
32736203,32734297,-23.556043541884318,-46.73020657314519,722.3987,718.5029,-0.0,0.7313756,1.5862031,722.25586,2,0,1,0
32936430,32934103,-23.55604362975881,-46.730206417551464,722.4039,718.52814,-0.0,0.7313359,1.5866427,722.25586,2,0,1,0
33135232,33133911,-23.55604372582033,-46.730206272711584,722.4071,718.55164,-0.0,0.73132753,1.5864955,722.25586,2,0,1,0
33335024,33333717,-23.556043807032957,-46.73020614242976,722.4096,718.5739,-0.0,0.7312978,1.5863482,722.25586,2,0,1,0
33535437,33533524,-23.556043910858584,-46.73020600795369,722.41095,718.59485,-0.0,0.73124844,1.5861989,722.25586,2,0,1,0
33734628,33733331,-23.55604401650969,-46.73020586674784,722.4124,718.6166,-0.0,0.731195,1.5866407,722.25586,2,0,1,0
