timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
172425435,172423713,-23.55601206741967,-46.73010344571956,723.6925,719.45776,-0.0,1.0484924,1.5422624,723.59436,2,0,1,0
172625274,172623473,-23.55601201296952,-46.73010348718265,723.71826,719.50183,-0.0,1.0483209,1.542723,723.6126,2,0,1,0
172834519,172833226,-23.55601199890926,-46.73010351118785,723.7379,719.5416,-0.0,1.0484166,1.5427337,723.6252,2,0,1,0
173034316,173032995,-23.556011977858265,-46.73010354076267,723.7547,719.5784,-0.0,1.0482736,1.5425701,723.6415,2,0,1,0
173234443,173232756,-23.55601194898675,-46.730103562475804,723.76227,719.6059,-0.0,1.048114,1.5424082,723.6421,2,0,1,0
173434331,173432521,-23.556011922744503,-46.730103601856015,723.7671,719.6306,-0.0,1.0478956,1.5428692,723.64404,2,0,1,0
173634054,173632286,-23.55601187321759,-46.73010364994977,723.771,719.65454,-0.0,1.0476979,1.542705,723.6504,2,0,1,0
173833394,173832052,-23.55601186148882,-46.730103736477844,723.7771,719.68066,-0.0,1.0475582,1.5425428,723.66003,2,0,1,0
174033587,174031817,-23.556011807289806,-46.73010374926605,723.7805,719.70435,-0.0,1.0474411,1.5430043,723.6591,2,0,1,0
174233515,174231582,-23.55601174668568,-46.730103790858486,723.77795,719.7218,-0.0,1.047332,1.5428352,723.65344,2,0,1,0
174433028,174431347,-23.5560117097661,-46.73010383354871,723.77563,719.7392,-0.0,1.0472302,1.542666,723.6591,2,0,1,0
174622443,174621145,-23.55601166555132,-46.73010389027605,723.7765,719.76,-0.0,1.0468941,1.5429504,723.6585,2,0,1,0
174827639,174825883,-23.556011636653004,-46.73010393880898,723.77783,719.7815,-0.0,1.0468403,1.5427835,723.66296,2,0,1,0
175027435,175025648,-23.55601161779896,-46.730104006340106,723.78143,719.8052,-0.0,1.0467961,1.5426208,723.6679,2,0,1,0
175227448,175225414,-23.556011598295505,-46.730104064658434,723.78705,719.83044,-0.0,1.0467511,1.5424556,723.676,2,0,1,0
175427005,175425178,-23.556011576889656,-46.73010413620968,723.7941,719.85767,-0.0,1.0467144,1.5429181,723.686,2,0,1,0
175636125,175634932,-23.556011584276252,-46.73010419982164,723.8042,719.88794,-0.0,1.0469444,1.5429293,723.69525,2,0,1,0
175835977,175834697,-23.556011576246945,-46.73010426758883,723.80975,719.9136,-0.0,1.0469283,1.5427624,723.69794,2,0,1,0
176026155,176024474,-23.55601157682292,-46.73010433268404,723.8166,719.9403,-0.0,1.0466377,1.5424215,723.706,2,0,1,0
176225551,176224239,-23.55601159492678,-46.73010440733192,723.82605,719.9699,-0.0,1.046514,1.5428778,723.7173,2,0,1,0
176425906,176424004,-23.556011591845362,-46.73010446230469,723.8336,719.99725,-0.0,1.0464239,1.5427086,723.72266,2,0,1,0
