timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
587525772,587523986,-23.556005174541447,-46.73011299546388,724.37146,724.78284,-0.0,1.0430871,1.542143,724.2747,2,0,1,0
587535209,587533976,-23.556005168300903,-46.730112991578686,724.37146,724.78284,-0.0,1.0433066,1.542312,724.2746,2,0,1,0
587725196,587723775,-23.55600507488485,-46.73011293162496,724.37103,724.7874,-0.0,1.043071,1.5419723,724.27325,2,0,1,0
587925305,587923566,-23.556005004885332,-46.73011287945797,724.3696,724.79224,-0.0,1.0430679,1.5418041,724.2725,2,0,1,0
588124734,588123356,-23.556004935669495,-46.73011282542031,724.3688,724.7975,-0.0,1.0430844,1.542248,724.2717,2,0,1,0
588324338,588323145,-23.556004879681197,-46.73011277427024,724.36896,724.80383,-0.0,1.0431093,1.5420783,724.27374,2,0,1,0
588524316,588522935,-23.556004829832936,-46.73011272742287,724.3706,724.8115,-0.0,1.0431497,1.5419086,724.2736,2,0,1,0
588734157,588732715,-23.556004777774053,-46.730112692511746,724.3731,724.82007,-0.0,1.0434173,1.5419072,724.2757,2,0,1,0
588934320,588932505,-23.556004734378334,-46.730112664165205,724.3771,724.83026,-0.0,1.0434754,1.54235,724.28033,2,0,1,0
589133529,589132295,-23.556004704630936,-46.730112649075316,724.38245,724.8415,-0.0,1.043544,1.5421788,724.285,2,0,1,0
589323779,589322096,-23.55600468324787,-46.73011264258149,724.3888,724.8533,-0.0,1.0433977,1.5418417,724.29175,2,0,1,0
589523061,589521886,-23.55600466481247,-46.73011264396446,724.3964,724.86615,-0.0,1.043482,1.5422864,724.2963,2,0,1,0
589722856,589721676,-23.556004639807124,-46.73011265157811,724.4042,724.8787,-0.0,1.0435647,1.5421144,724.3035,2,0,1,0
589922638,589921466,-23.556004620067814,-46.73011266200565,724.41205,724.8909,-0.0,1.0436535,1.5419447,724.3084,2,0,1,0
590122468,590121265,-23.556004634248414,-46.730112668026415,724.41895,724.9019,-0.0,1.0437175,1.5423847,724.3108,2,0,1,0
590333052,590331035,-23.5560046679448,-46.73011266236471,724.4245,724.91077,-0.0,1.0440139,1.5423813,724.31006,2,0,1,0
590532572,590530824,-23.55600470888252,-46.73011264270546,724.42615,724.9149,-0.0,1.0440912,1.5422101,724.30646,2,0,1,0
590732644,590730614,-23.55600476747329,-46.730112615989256,724.4245,724.9156,-0.0,1.0441964,1.5420389,724.30115,2,0,1,0
590932460,590930424,-23.556004816076612,-46.7301125985106,724.4216,724.915,-0.0,1.0442824,1.5424817,724.3001,2,0,1,0
591126483,591125198,-23.556004845203816,-46.73011259412954,724.4191,724.9144,-0.0,1.044159,1.542142,724.2969,2,0,1,0
591326210,591324988,-23.556004877053283,-46.73011258523525,724.4159,724.9127,-0.0,1.0442672,1.5419762,724.2928,2,0,1,0
591526199,591524777,-23.556004918079978,-46.73011257836659,724.41144,724.90936,-0.0,1.0443699,1.5418105,724.28864,2,0,1,0
591725891,591724567,-23.556004958250895,-46.73011257298089,724.40656,724.9047,-0.0,1.0444517,1.5422548,724.28503,2,0,1,0
591925659,591924356,-23.55600499933629,-46.7301125773532,724.40314,724.901,-0.0,1.0444987,1.5420853,724.28564,2,0,1,0
592125527,592124145,-23.556005014928548,-46.730112592281685,724.4019,724.8986,-0.0,1.0445229,1.5419179,724.28644,2,0,1,0
592325221,592323935,-23.556005002268414,-46.730112606492675,724.40186,724.89636,-0.0,1.0445265,1.5423633,724.28503,2,0,1,0
592525032,592523723,-23.556004974804534,-46.730112623287155,724.4023,724.89404,-0.0,1.044504,1.5421941,724.2908,2,0,1,0
592724832,592723512,-23.556004946924155,-46.73011264295459,724.40454,724.8924,-0.0,1.0444664,1.5420272,724.29266,2,0,1,0
592934506,592933291,-23.556004925743707,-46.73011266033384,724.4054,724.8889,-0.0,1.0446757,1.5420265,724.2907,2,0,1,0
593124300,593123108,-23.55600491029135,-46.73011267102511,724.40515,724.88434,-0.0,1.0444576,1.5423026,724.28973,2,0,1,0
