timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
652879712,652878399,-23.55604871834525,-46.73022825181631,725.53375,723.5755,-0.0,0.606867,1.135041,725.43494,2,0,1,0
652891084,652888394,-23.5560487290585,-46.730228244562866,725.5337,723.5612,-0.0,0.5989904,1.1341189,725.4232,2,0,1,0
653084885,653083168,-23.556048895026436,-46.73022813926756,725.53784,723.56537,-0.0,0.6068037,1.1348293,725.4414,2,0,1,0
653284287,653282959,-23.556049091368408,-46.730228012803714,725.5425,723.5547,-0.0,0.60672855,1.135417,725.4492,2,0,1,0
653484067,653482750,-23.55604926094709,-46.73022791549865,725.5483,723.5447,-0.0,0.6066913,1.1352286,725.4557,2,0,1,0
653683824,653682539,-23.556049393910126,-46.73022783052981,725.55615,723.5365,-0.0,0.60667115,1.1350493,725.4644,2,0,1,0
653884201,653882330,-23.5560495764695,-46.730227717611484,725.56354,723.5269,-0.0,0.60666513,1.1348784,725.46954,2,0,1,0
654083329,654082124,-23.556049741653755,-46.7302275938399,725.5736,723.5195,-0.0,0.60665816,1.1355032,725.47955,2,0,1,0
654283653,654281914,-23.556049898577662,-46.730227505619766,725.5846,723.51306,-0.0,0.6066629,1.1353449,725.4795,2,0,1,0
654483046,654481700,-23.556050020472586,-46.730227464693165,725.59674,723.50775,-0.0,0.60668063,1.1351922,725.4795,2,0,1,0
654682711,654681491,-23.556050106613803,-46.73022746473764,725.6069,723.4998,-0.0,0.60670775,1.135841,725.4795,2,0,1,0
654882499,654881280,-23.556050202073507,-46.730227439351786,725.61774,723.49194,-0.0,0.60674685,1.1356992,725.4795,2,0,1,0
655082364,655081070,-23.556050301206128,-46.73022742812664,725.62866,723.484,-0.0,0.60681117,1.1355603,725.4795,2,0,1,0
655282535,655280860,-23.556050412002932,-46.73022738217807,725.63837,723.4744,-0.0,0.6068844,1.135421,725.4795,2,0,1,0
655481989,655480650,-23.556050512968824,-46.73022730243469,725.64764,723.4633,-0.0,0.6069804,1.1360884,725.4795,2,0,1,0
655681770,655680439,-23.55605057925415,-46.73022725381958,725.6698,723.4657,-0.0,0.60708594,1.135951,725.4795,2,0,1,0
655881454,655880229,-23.5560505637691,-46.73022726706804,725.73285,723.50916,-0.0,0.60719454,1.1358163,725.4795,2,0,1,0
656081454,656080018,-23.55605032879813,-46.73022738509019,725.8461,723.60205,-0.0,0.6073245,1.1356838,725.4795,2,0,1,0
656281101,656279814,-23.55605011819326,-46.730227604342396,725.98083,723.7166,-0.0,0.6074278,1.1363585,725.4795,2,0,1,0
656480896,656479597,-23.556049714442292,-46.73022785727711,726.1311,723.8472,-0.0,0.60754764,1.1362226,725.4795,2,0,1,0
656681084,656679403,-23.556049338430178,-46.73022813248673,726.2958,723.99194,-0.0,0.6076565,1.1360819,725.4795,2,0,1,0
656880493,656879192,-23.556048956421947,-46.73022847494681,726.47235,724.1485,-0.0,0.60778195,1.1367571,725.4795,2,0,1,0
657080288,657078983,-23.55604867943311,-46.73022875186163,726.6756,724.3316,-0.0,0.6079062,1.1366138,725.4795,2,0,1,0
657280107,657278755,-23.556048381884025,-46.73022898550141,726.88727,724.52325,-0.0,0.608026,1.1364678,725.4795,2,0,1,0
657480569,657478545,-23.556048175825794,-46.73022933388872,727.11273,724.7285,-0.0,0.6081587,1.1363184,725.4795,2,0,1,0
657679569,657678335,-23.556047961762406,-46.730229528746825,727.354,724.94977,-0.0,0.60813236,1.1369898,725.4795,2,0,1,0
657879917,657878125,-23.556047757105414,-46.73022969605541,727.5982,725.1739,-0.0,0.60807574,1.1368303,725.4795,2,0,1,0
658079840,658077918,-23.55604752070858,-46.73022983886697,727.8484,725.40485,-0.0,0.60802144,1.1366699,725.4795,2,0,1,0
658279555,658277704,-23.55604726734187,-46.7302299644396,728.0955,725.6327,-0.0,0.60790163,1.137338,725.4795,2,0,1,0
658478786,658477494,-23.556047149708434,-46.73023001939357,728.337,725.8549,-0.0,0.60773134,1.1371697,725.4795,2,0,1,0
658683572,658682277,-23.556046998137415,-46.7302300371634,728.5358,726.0355,-0.0,0.60759014,1.1369977,725.4795,2,0,1,0
658883822,658882066,-23.556046961119737,-46.730230043752535,728.6392,726.12,-0.0,0.60751754,1.1368277,725.4795,2,0,1,0
659083184,659081860,-23.5560469231458,-46.73022991297072,728.6744,726.1375,-0.0,0.6074672,1.1374925,725.4795,2,0,1,0
659282953,659281643,-23.556046958376367,-46.73022975660891,728.6819,726.1252,-0.0,0.60739714,1.1373196,nan,2,0,0,0
