timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
265411341,-23.555994614431654,-46.73024065514452,723.9327,723.0222,-0.0,0.6459418,1.2289044,723.83704,2,0,1,0
265421365,-23.555994606486507,-46.73024065768358,723.93274,723.0223,-0.0,0.646327,1.2283456,723.83655,2,0,1,0
265611799,-23.55599444348851,-46.73024071188553,723.9346,723.0042,-0.0,0.6459664,1.228699,723.8375,2,0,1,0
265812262,-23.555994267850203,-46.73024078584965,723.93494,722.9844,-0.0,0.64598715,1.228493,723.83307,2,0,1,0
266012721,-23.555994092252906,-46.73024086420068,723.93066,722.9601,-0.0,0.6460045,1.2282892,723.82715,2,0,1,0
266208171,-23.555993916745397,-46.73024093450475,723.9269,722.93634,-0.0,0.6460315,1.2288569,723.8244,2,0,1,0
266408632,-23.55599374177982,-46.73024100578772,723.9229,722.91235,-0.0,0.6460533,1.2286472,723.8216,2,0,1,0
266609093,-23.55599356109365,-46.73024108158976,723.9212,722.89056,-0.0,0.6460851,1.2284398,723.82153,2,0,1,0
266809554,-23.55599337713176,-46.730241163911934,723.9191,722.8686,-0.0,0.64611256,1.2289971,723.8187,2,0,1,0
267010017,-23.55599319848307,-46.73024124331262,723.91846,722.8487,-0.0,0.6461743,1.2287792,723.8199,2,0,1,0
267210477,-23.555993030288985,-46.730241323869976,723.9171,722.82666,-0.0,0.6462049,1.2285619,723.8145,2,0,1,0
267410938,-23.555992854245705,-46.730241417023194,723.9167,722.8064,-0.0,0.64623106,1.2291207,723.8201,2,0,1,0
267611446,-23.55599268021471,-46.73024150600469,723.9172,722.7847,-0.0,0.6461903,1.2288994,723.81726,2,0,1,0
267811860,-23.555992489579953,-46.73024159521657,723.9167,722.7661,-0.0,0.6462398,1.2286854,723.8121,2,0,1,0
268012321,-23.555992308048186,-46.730241676035895,723.9131,722.7426,-0.0,0.6462964,1.2284689,723.808,2,0,1,0
268212783,-23.555992131481734,-46.73024175303788,723.9101,722.71954,-0.0,0.6463591,1.2290289,723.8072,2,0,1,0
268413287,-23.55599194192441,-46.730241840134084,723.9097,722.69965,-0.0,0.646452,1.2288179,723.8087,2,0,1,0
268613705,-23.55599177269256,-46.730241924293594,723.9081,722.6775,-0.0,0.6465105,1.2286073,723.80383,2,0,1,0
268814166,-23.555991611269164,-46.73024201144009,723.90845,722.65784,-0.0,0.6465743,1.2283967,723.8115,2,0,1,0
269014627,-23.555991435379724,-46.730242116555274,723.91016,722.6396,-0.0,0.64663,1.2289603,723.8097,2,0,1,0
269210077,-23.55599125566137,-46.73024221899691,723.9109,722.6204,-0.0,0.6467293,1.2287544,723.8108,2,0,1,0
269410538,-23.555991076755113,-46.73024231109404,723.91187,722.6013,-0.0,0.6467793,1.2285435,723.80963,2,0,1,0
269611013,-23.555990898570897,-46.73024240849031,723.9131,722.5821,-0.0,0.6468342,1.2283325,723.81354,2,0,1,0
269811461,-23.55599072005809,-46.73024251919469,723.91705,722.56647,-0.0,0.6468948,1.2288946,723.8181,2,0,1,0
270011921,-23.55599053971525,-46.730242637181746,723.9202,722.5497,-0.0,0.64696014,1.2286837,723.8168,2,0,1,0
270212383,-23.55599035598465,-46.73024273897078,723.9231,722.53253,-0.0,0.64703006,1.2284753,723.8224,2,0,1,0
270412846,-23.555990164653586,-46.73024283290991,723.927,722.5161,-0.0,0.64710367,1.2282693,723.8233,2,0,1,0
270613303,-23.555989974653496,-46.73024293510945,723.9299,722.4992,-0.0,0.6471677,1.2288319,723.82837,2,0,1,0
270813767,-23.555989791601522,-46.73024301567616,723.9353,722.48474,-0.0,0.6472364,1.2286257,723.8283,2,0,1,0
271014229,-23.55598962206735,-46.73024307786367,723.9428,722.4725,-0.0,0.6473356,1.2284214,723.8283,2,0,1,0
271209678,-23.555989453465877,-46.73024311916568,723.948,722.45746,-0.0,0.6474431,1.2289895,723.8283,2,0,1,0
271410141,-23.555989286615105,-46.730243167200676,723.9528,722.4421,-0.0,0.64750963,1.2287776,723.8283,2,0,1,0
271610601,-23.555989118195885,-46.73024323879708,723.9579,722.4253,-0.0,0.6475024,1.228561,723.8283,2,0,1,0
271811062,-23.555988953485514,-46.73024326497235,723.966,722.4157,-0.0,0.64758617,1.2283516,723.8283,2,0,1,0
272011523,-23.55598880968864,-46.73024331213021,723.9737,722.4028,-0.0,0.6476795,1.2289157,723.8283,2,0,1,0
272211986,-23.555988669018472,-46.73024337051792,723.9801,722.38916,-0.0,0.6477822,1.2287091,723.8283,2,0,1,0
272412446,-23.55598854540823,-46.73024346071923,723.9856,722.37524,-0.0,0.6478791,1.2285024,723.8283,2,0,1,0
272612908,-23.5559884398796,-46.730243553352004,723.9889,722.35785,-0.0,0.64796644,1.228298,723.8283,2,0,1,0
272813369,-23.555988347808725,-46.73024364360128,723.99225,722.3414,-0.0,0.64804655,1.2288654,723.8283,2,0,1,0
273013830,-23.55598826700858,-46.73024374562071,723.9984,722.32745,-0.0,0.6481152,1.2286632,723.8283,2,0,1,0
273214292,-23.55598820926769,-46.73024386331773,724.0055,722.3145,-0.0,0.6481701,1.2284606,723.8283,2,0,1,0
273414753,-23.555988169220317,-46.73024400143712,724.0131,722.3013,-0.0,0.64815384,1.2282575,723.8283,2,0,1,0
273610255,-23.55598812297636,-46.73024412795124,724.0237,722.291,-0.0,0.64808404,1.2288204,723.8283,2,0,1,0
273810664,-23.55598807096142,-46.730244263558475,724.0318,722.2811,-0.0,0.64809716,1.228614,723.8283,2,0,1,0
274011125,-23.555988047947174,-46.73024440017502,724.04126,722.2702,-0.0,0.64809686,1.2284046,723.8283,2,0,1,0
274211590,-23.555988023847988,-46.73024454264272,724.0522,722.2613,-0.0,0.6480821,1.2289699,723.8283,2,0,1,0
274412048,-23.555988072917913,-46.730244688414366,724.0706,722.25964,-0.0,0.6480662,1.2287631,723.8283,2,0,1,0
274612510,-23.555988213686696,-46.73024482148724,724.09656,722.266,-0.0,0.64803344,1.2285587,723.8283,2,0,1,0
274812971,-23.555988436676124,-46.7302449286585,724.12555,722.27466,-0.0,0.64798784,1.2283536,723.8283,2,0,1,0
275013432,-23.555988592241686,-46.730245028170486,724.1481,722.27716,-0.0,0.6479284,1.2289164,723.8283,2,0,1,0
275213894,-23.555988390889937,-46.730245090412964,724.15265,722.2625,-0.0,0.64789844,1.2287028,723.8283,2,0,1,0
275414357,-23.555987643337463,-46.73024516549216,724.1267,722.2161,-0.0,0.6478198,1.2284867,723.8283,2,0,1,0
275614849,-23.555987678286,-46.73024548159795,724.1307,722.1981,-0.0,0.6476899,1.2290449,0.0,2,0,0,0
275815278,-23.555987698196567,-46.73024559424377,724.1297,722.1784,-0.0,0.6476057,1.2288319,0.0,2,0,0,0
276010732,-23.555987626080224,-46.73024567099313,724.1218,722.15094,-0.0,0.64752334,1.2286216,0.0,2,0,0,0
276211189,-23.55598759443578,-46.73024580013987,724.10986,722.11896,-0.0,0.647432,1.2291834,723.9875,2,0,1,0
276411651,-23.555987573531382,-46.73024586405011,724.1019,722.0912,-0.0,0.6473252,1.228963,723.98157,2,0,1,0
276612112,-23.555987588568314,-46.730245806911455,724.09216,722.062,-0.0,0.6472306,1.228748,723.9646,2,0,1,0
276812574,-23.555987613856427,-46.73024568986353,724.07996,722.0295,-0.0,0.64708316,1.2285335,723.9513,2,0,1,0
277013036,-23.555987587463004,-46.730245762918344,724.0664,721.99554,-0.0,0.6469212,1.2290943,723.9513,2,0,1,0
277213497,-23.55598759084434,-46.730245720721626,724.061,721.9694,-0.0,0.64670455,1.2288779,723.9513,2,0,1,0
277413958,-23.555987639994683,-46.7302457177943,724.0534,721.94226,-0.0,0.6465347,1.2286664,723.9407,2,0,1,0
277614420,-23.55598768702554,-46.73024567855065,724.0482,721.9166,-0.0,0.6463477,1.2284553,723.9407,2,0,1,0
277814881,-23.555987739197,-46.73024563656446,724.0481,721.89764,-0.0,0.64626336,1.2290219,723.9407,2,0,1,0
278010331,-23.555987917927965,-46.730245648423534,724.05615,721.885,-0.0,0.64616233,1.2288129,723.9407,2,0,1,0
278210793,-23.555988183457327,-46.73024565011003,724.0668,721.8757,-0.0,0.6460857,1.2286038,723.9407,2,0,1,0
278411254,-23.555988290590843,-46.730245656384575,724.0674,721.8563,-0.0,0.64603305,1.228392,723.9407,2,0,1,0
278611715,-23.55598798274776,-46.73024559745885,724.045,721.814,-0.0,0.64601046,1.2289543,723.9407,2,0,1,0
278812177,-23.555987169405277,-46.73024557311846,723.99274,721.74176,-0.0,0.6460108,1.2287449,723.9215,2,0,1,0
279012639,-23.555987250111055,-46.73024579589209,723.97363,721.70264,-0.0,0.6460068,1.2285352,723.87683,2,0,1,0
279213100,-23.5559872296623,-46.730245726507256,723.9604,721.6703,-0.0,0.64605546,1.2283278,723.8632,2,0,1,0
279413564,-23.55598712895482,-46.730245594834315,723.94586,721.635,-0.0,0.64605093,1.2288905,723.8454,2,0,1,0
279609013,-23.555987023626674,-46.73024559799438,723.92786,721.5957,-0.0,0.64601207,1.2286782,723.82904,2,0,1,0
279809473,-23.555986940402576,-46.7302455260319,723.908,721.55664,-0.0,0.6460058,1.2284704,723.8079,2,0,1,0
280009935,-23.555986842433164,-46.73024546673895,723.8876,721.5157,-0.0,0.64594686,1.2290311,723.78986,2,0,1,0
280210395,-23.555986729513666,-46.73024538769261,723.8684,721.4774,-0.0,0.6459068,1.2288203,723.7753,2,0,1,0
280410897,-23.555986603046353,-46.730245321246805,723.8511,721.4401,-0.0,0.6458445,1.2286118,723.76086,2,0,1,0
280611319,-23.55598646525472,-46.73024526311521,723.83655,721.40546,-0.0,0.6457645,1.228403,723.75336,2,0,1,0
280811780,-23.555986313742668,-46.730245200291435,723.82544,721.3743,-0.0,0.6456711,1.2289658,723.7443,2,0,1,0
281012242,-23.555986159036905,-46.73024513764194,723.816,721.34503,-0.0,0.64556813,1.2287564,723.73663,2,0,1,0
281212703,-23.55598598602439,-46.73024507829986,723.805,721.31415,-0.0,0.64545906,1.2285494,723.7226,2,0,1,0
