timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
211738688,-23.55609077359031,-46.730214768649994,719.7345,719.007,-0.0,0.65973234,1.0488855,719.6382,2,0,1,0
211748730,-23.55609077487144,-46.730214768093,719.7345,719.007,-0.0,0.660044,1.0491331,719.6381,2,0,1,0
211939156,-23.556090796762806,-46.73021475683274,719.7328,719.00323,-0.0,0.6597694,1.0486604,719.6333,2,0,1,0
212139625,-23.556090812798093,-46.730214740899015,719.7316,718.99994,-0.0,0.65980303,1.048437,719.6361,2,0,1,0
212340093,-23.556090825651204,-46.73021472399635,719.7301,718.99615,-0.0,0.65981215,1.0491035,719.63074,2,0,1,0
212540561,-23.556090837587952,-46.73021470432568,719.7292,718.993,-0.0,0.6597828,1.0488701,719.6311,2,0,1,0
212741053,-23.55609084181943,-46.73021467472802,719.72943,718.991,-0.0,0.6597914,1.0486442,719.6354,2,0,1,0
212941498,-23.556090841349057,-46.73021464189513,719.7311,718.99054,-0.0,0.65979844,1.0493094,719.63464,2,0,1,0
213141966,-23.55609084208115,-46.73021461356934,719.732,718.98895,-0.0,0.6597678,1.049076,719.63763,2,0,1,0
213342435,-23.556090843681623,-46.73021458545114,719.73584,718.99054,-0.0,0.65979075,1.048847,719.63965,2,0,1,0
213542904,-23.556090844226638,-46.73021455652595,719.7412,718.99347,-0.0,0.6598106,1.0486199,719.64844,2,0,1,0
213743425,-23.55609083964298,-46.73021452420796,719.7476,718.9973,-0.0,0.6598638,1.049289,719.6542,2,0,1,0
213943841,-23.55609083526543,-46.7302144865566,719.7539,719.00104,-0.0,0.6599477,1.0490651,719.6571,2,0,1,0
214134285,-23.556090832571705,-46.730214451316236,719.7573,719.0014,-0.0,0.6596915,1.048594,719.6554,2,0,1,0
214334757,-23.556090834525293,-46.730214414476826,719.7566,718.9978,-0.0,0.65973896,1.04926,719.65173,2,0,1,0
214535222,-23.556090842201485,-46.73021438041243,719.75476,718.99304,-0.0,0.6597443,1.0490288,719.64984,2,0,1,0
214735723,-23.556090852211447,-46.730214348493824,719.75507,718.9906,-0.0,0.6597476,1.0487992,719.6507,2,0,1,0
214936160,-23.556090868949617,-46.73021431701789,719.7547,718.9876,-0.0,0.6597849,1.0485739,719.65094,2,0,1,0
215136628,-23.556090881290405,-46.73021428419465,719.75616,718.98645,-0.0,0.65981776,1.0492413,719.65094,2,0,1,0
215337097,-23.556090887505356,-46.730214262724665,719.7575,718.9852,-0.0,0.65984786,1.0490141,719.65094,2,0,1,0
215537565,-23.556090880614864,-46.73021424650441,719.75836,718.9834,-0.0,0.65987927,1.0487887,719.65094,2,0,1,0
215738035,-23.556090865616135,-46.73021421960165,719.7635,718.9861,-0.0,0.65991646,1.0485619,719.65094,2,0,1,0
215933502,-23.556090832749668,-46.730214211362,719.77527,718.9954,-0.0,0.6599627,1.0492275,719.65094,2,0,1,0
216133960,-23.556090801293383,-46.73021420453572,719.79333,719.0109,-0.0,0.66002095,1.048999,719.65094,2,0,1,0
216344451,-23.55609076616162,-46.73021421104798,719.81396,719.02856,-0.0,0.66041356,1.0490135,719.65094,2,0,1,0
216544921,-23.556090737712235,-46.73021421359697,719.83014,719.04156,-0.0,0.6604558,1.0487796,719.65094,2,0,1,0
216735367,-23.556090719168157,-46.73021418844266,719.8448,719.053,-0.0,0.66022044,1.0491974,719.65094,2,0,1,0
216940848,-23.55609069930609,-46.73021414701313,719.85864,719.06335,-0.0,0.6606539,1.0492162,719.65094,2,0,1,0
217141315,-23.556090682600214,-46.7302141079826,719.86957,719.0706,-0.0,0.6607587,1.0489823,719.65094,2,0,1,0
217341784,-23.55609066471023,-46.73021406593526,719.87866,719.076,-0.0,0.66086024,1.0487444,719.65094,2,0,1,0
217542265,-23.556090641823847,-46.7302140176125,719.88403,719.0776,-0.0,0.66095656,1.0494068,719.65094,2,0,1,0
217742722,-23.5560906121397,-46.73021396918623,719.8897,719.07935,-0.0,0.6610472,1.049171,719.65094,2,0,1,0
217943190,-23.556090568767033,-46.73021393850588,719.8984,719.0842,-0.0,0.6611721,1.0489401,719.65094,2,0,1,0
218143659,-23.556090528290444,-46.73021392491269,719.9077,719.08954,-0.0,0.6612376,1.0487057,719.65094,2,0,1,0
218344128,-23.55609049233881,-46.730213898894384,719.9168,719.0946,-0.0,0.6612924,1.0493703,719.65094,2,0,1,0
