timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
167351174,167349315,-23.55606758503737,-46.73019518448084,726.14075,723.3213,-0.0,0.5932619,1.1370203,726.0469,2,0,1,0
167551217,167549119,-23.55606754672892,-46.730195145539355,726.14404,723.335,-0.0,0.59320456,1.1367877,726.0503,2,0,1,0
167750334,167748928,-23.55606752246679,-46.73019511453796,726.1461,723.34717,-0.0,0.59315604,1.1373914,726.04755,2,0,1,0
167950114,167948737,-23.5560675061675,-46.7301950833898,726.1454,723.35614,-0.0,0.5931148,1.1371567,726.0445,2,0,1,0
168155288,168153539,-23.55606748002656,-46.73019504107318,726.1442,723.3648,-0.0,0.5930798,1.1369252,726.0418,2,0,1,0
168355194,168353348,-23.55606744889726,-46.730195004457016,726.1433,723.3732,-0.0,0.5930512,1.1366941,726.0398,2,0,1,0
168554586,168553157,-23.556067412650943,-46.730194964580775,726.1437,723.3825,-0.0,0.5930296,1.1372997,726.0382,2,0,1,0
168754926,168752965,-23.556067372949332,-46.730194930364775,726.14526,723.3929,-0.0,0.59301263,1.1370716,726.0388,2,0,1,0
168954504,168952772,-23.556067337325356,-46.730194900011305,726.14844,723.40424,-0.0,0.5929987,1.1368437,726.0408,2,0,1,0
169154570,169152580,-23.55606729819623,-46.73019485987177,726.15234,723.4159,-0.0,0.5929712,1.1374475,726.0431,2,0,1,0
169354355,169352391,-23.556067259761274,-46.73019481768863,726.15674,723.42773,-0.0,0.5929647,1.137217,726.0457,2,0,1,0
169553586,169552196,-23.556067224998174,-46.730194775313386,726.16064,723.4385,-0.0,0.5929596,1.1369867,726.04596,2,0,1,0
169754219,169752003,-23.556067175561587,-46.73019472438945,726.16425,723.4487,-0.0,0.59293926,1.1367567,726.0489,2,0,1,0
169953245,169951811,-23.556067121371417,-46.73019467005661,726.1662,723.45685,-0.0,0.59292173,1.137362,726.0452,2,0,1,0
170152999,170151618,-23.55606707242798,-46.73019462313992,726.1679,723.4646,-0.0,0.59290767,1.1371322,726.0485,2,0,1,0
170352745,170351426,-23.556067018365386,-46.73019458553887,726.1714,723.4737,-0.0,0.59289634,1.1369026,726.0513,2,0,1,0
170552553,170551233,-23.556066965730796,-46.73019453095019,726.1757,723.48303,-0.0,0.59288675,1.1375062,726.05426,2,0,1,0
170752845,170751040,-23.55606692100008,-46.73019447188777,726.1802,723.49225,-0.0,0.5928793,1.1372744,726.05756,2,0,1,0
170952774,170950851,-23.55606687388668,-46.73019441129487,726.18475,723.50085,-0.0,0.5928724,1.1370428,726.06024,2,0,1,0
171152614,171150654,-23.556066824765278,-46.73019435195584,726.1902,723.5099,-0.0,0.5928666,1.1368113,726.0657,2,0,1,0
171352301,171350460,-23.556066782693847,-46.7301942856505,726.19745,723.5203,-0.0,0.5928624,1.1374167,726.07324,2,0,1,0
171552107,171550266,-23.556066743262928,-46.73019421806971,726.20624,723.5316,-0.0,0.5928756,1.1371857,726.08167,2,0,1,0
171751929,171750073,-23.556066703204852,-46.7301941467386,726.21625,723.5436,-0.0,0.5928875,1.1369549,726.08984,2,0,1,0
171951197,171949879,-23.556066655912414,-46.73019407710593,726.22656,723.5556,-0.0,0.5928981,1.1375588,726.0985,2,0,1,0
172151012,172149685,-23.556066615200372,-46.73019400217638,726.2384,723.569,-0.0,0.5929711,1.137323,726.1113,2,0,1,0
172351370,172349491,-23.55606656554776,-46.73019396922172,726.2516,723.5833,-0.0,0.5931287,1.1370904,726.1238,2,0,1,0
172551105,172549297,-23.556066463767646,-46.730193953458325,726.2643,723.5971,-0.0,0.5932507,1.136861,726.134,2,0,1,0
172750419,172749103,-23.556066339673908,-46.730193913079184,726.27484,723.6081,-0.0,0.5933413,1.1374638,726.1436,2,0,1,0
172950751,172948909,-23.55606621510845,-46.73019383954905,726.2847,723.6175,-0.0,0.5934023,1.1372322,726.1407,2,0,1,0
173150093,173148715,-23.556066086756964,-46.73019374724946,726.29663,723.62805,-0.0,0.5934396,1.136998,726.1407,2,0,1,0
173350502,173348520,-23.556065953745172,-46.73019365261657,726.31177,723.64075,-0.0,0.59345746,1.1367644,726.1407,2,0,1,0
173550245,173548326,-23.556065809304517,-46.730193582720915,726.33344,723.6592,-0.0,0.593447,1.1373665,726.1407,2,0,1,0
173749956,173748131,-23.5560656775835,-46.730193602124814,726.37274,723.6947,-0.0,0.5934356,1.1371337,726.1407,2,0,1,0
173949780,173947936,-23.55606553907517,-46.730193675031394,726.4541,723.77094,-0.0,0.5934314,1.136904,726.1407,2,0,1,0
174149108,174147741,-23.556065312563437,-46.73019382344108,726.58167,723.89215,-0.0,0.5934247,1.1375077,726.1407,2,0,1,0
174348904,174347546,-23.556065151320155,-46.7301940192449,726.7383,724.0436,-0.0,0.5933864,1.1372705,726.1407,2,0,1,0
174549186,174547351,-23.556065210242465,-46.730194201823785,726.90424,724.20526,-0.0,0.59340566,1.137036,726.1407,2,0,1,0
174749003,174747157,-23.556065351186003,-46.73019437456904,727.0794,724.3785,-0.0,0.59339756,1.1367997,726.1407,2,0,1,0
174948813,174946963,-23.556065455663454,-46.730194578666385,727.26886,724.5674,-0.0,0.5933889,1.1374002,726.1407,2,0,1,0
175153219,175151767,-23.556065578402627,-46.730194776061865,727.4799,724.7789,-0.0,0.5934768,1.1371698,726.1407,2,0,1,0
175352991,175351569,-23.556065694874988,-46.73019498915262,727.6892,724.98883,-0.0,0.5935983,1.1369399,726.1407,2,0,1,0
175553526,175551389,-23.55606578756926,-46.7301951855312,727.8468,725.14844,-0.0,0.5937356,1.1367129,726.1407,2,0,1,0
175753100,175751184,-23.556065863071737,-46.73019533222379,727.9371,725.2417,-0.0,0.5938698,1.1373203,726.1407,2,0,1,0
175952351,175950986,-23.556065955442243,-46.73019549679854,727.99457,725.3026,-0.0,0.5939679,1.1370934,726.1407,2,0,1,0
176152166,176150792,-23.556066027917186,-46.73019560776585,728.0531,725.36304,-0.0,0.59402794,1.1368667,726.1407,2,0,1,0
176351969,176350598,-23.55606609838842,-46.73019565282063,728.09125,725.4029,-0.0,0.5940657,1.1374724,726.1407,2,0,1,0
176551773,176550404,-23.556066174007224,-46.73019569075063,728.0831,725.3974,-0.0,0.59411037,1.1372404,726.1407,2,0,1,0
176751924,176750209,-23.556066236922476,-46.730195724325576,728.05524,725.37177,-0.0,0.5941697,1.1370115,726.1407,2,0,1,0
176952018,176950014,-23.556066296716917,-46.730195707864986,728.0426,725.3616,-0.0,0.59423494,1.1367828,726.1407,2,0,1,0
177151673,177149820,-23.556066356472762,-46.73019566111818,728.0608,725.38257,-0.0,0.59431314,1.1373903,726.1407,2,0,1,0
177351506,177349625,-23.556066409810633,-46.73019557161033,728.06195,725.3877,-0.0,0.59440815,1.1371619,726.1407,2,0,1,0
177551281,177549431,-23.556066434153706,-46.73019540522121,728.0367,725.3675,-0.0,0.59451836,1.1369307,726.1407,2,0,1,0
177751062,177749236,-23.556066432074957,-46.73019523531793,727.99115,725.3289,-0.0,0.5946417,1.1375364,726.1407,2,0,1,0
177950776,177949041,-23.556066414126814,-46.73019512273359,727.95404,725.3005,-0.0,0.5947913,1.1373031,nan,2,0,0,0
