timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
84448443,-23.55603376688067,-46.730189700975195,739.12006,732.4015,-0.0,0.6786082,1.150965,739.0154,2,0,1,0
84458464,-23.556033771528117,-46.73018971519554,739.1198,732.40125,-0.0,0.67892176,1.1503737,739.0148,2,0,1,0
84648923,-23.556033866362768,-46.73018994938623,739.1158,732.37805,-0.0,0.6785665,1.1507388,739.0143,2,0,1,0
84849367,-23.556033967963284,-46.73019018311847,739.1117,732.35345,-0.0,0.6784852,1.1505122,739.01196,2,0,1,0
85049830,-23.556034061252003,-46.73019042703733,739.10895,732.3304,-0.0,0.6784166,1.1510794,739.00995,2,0,1,0
85250292,-23.556034147521846,-46.730190674570046,739.1066,732.3066,-0.0,0.67830944,1.1508232,739.01056,2,0,1,0
85450755,-23.556034225862625,-46.73019093753942,739.106,732.28723,-0.0,0.6782371,1.1505724,739.0087,2,0,1,0
85651218,-23.556034310632636,-46.73019119256182,739.10406,732.2654,-0.0,0.678176,1.1511368,739.0056,2,0,1,0
85851681,-23.5560343902674,-46.73019145348218,739.1002,732.24176,-0.0,0.6781101,1.1508867,738.99994,2,0,1,0
86052144,-23.55603447410899,-46.7301917200081,739.09784,732.22,-0.0,0.6780751,1.1506418,739.0029,2,0,1,0
86252607,-23.556034560313435,-46.73019196701921,739.09814,732.19946,-0.0,0.6780125,1.1503928,739.0067,2,0,1,0
86453072,-23.556034636292427,-46.73019222072238,739.0991,732.1804,-0.0,0.6779447,1.1509575,739.00244,2,0,1,0
86653533,-23.5560347066634,-46.730192466855165,739.0988,732.1598,-0.0,0.6778725,1.1507119,739.0069,2,0,1,0
86853996,-23.556034779166726,-46.7301927047217,739.10016,732.1403,-0.0,0.6777756,1.1504675,739.0042,2,0,1,0
87054459,-23.556034836459453,-46.730192954793466,739.1005,732.12177,-0.0,0.67771155,1.1502255,739.0055,2,0,1,0
87254922,-23.556034887779653,-46.73019319610544,739.1014,732.1013,-0.0,0.67762226,1.150791,739.0048,2,0,1,0
87445362,-23.556034933435004,-46.73019343371,739.10236,732.08417,-0.0,0.6772919,1.1503376,739.00684,2,0,1,0
87645876,-23.556034979237236,-46.73019367538452,739.1045,732.0656,-0.0,0.6772263,1.1501,739.01044,2,0,1,0
87846293,-23.55603501879034,-46.73019392362129,739.10785,732.04877,-0.0,0.6771704,1.1506662,739.0148,2,0,1,0
88056773,-23.556035045062572,-46.730194188162514,739.11127,732.03143,-0.0,0.67741555,1.1506454,739.01184,2,0,1,0
88247214,-23.55603507677452,-46.73019442029132,739.1112,732.0115,-0.0,0.6770416,1.1501949,739.01074,2,0,1,0
88447676,-23.55603510877914,-46.73019466860177,739.1135,731.9939,-0.0,0.6769846,1.1499611,739.0194,2,0,1,0
88648155,-23.556035135394442,-46.73019492147457,739.1176,731.9781,-0.0,0.6769218,1.1505302,739.0198,2,0,1,0
88848602,-23.556035158677734,-46.73019518178325,739.11835,731.9595,-0.0,0.6769028,1.1503011,739.01807,2,0,1,0
89049099,-23.55603518385324,-46.73019543533789,739.11786,731.9383,-0.0,0.6768401,1.1500702,739.0176,2,0,1,0
89249528,-23.556035201393424,-46.73019567006305,739.1185,731.91705,-0.0,0.6767176,1.1498358,739.0226,2,0,1,0
89449991,-23.55603520902549,-46.730195924490154,739.122,731.90234,-0.0,0.6766635,1.150405,739.02563,2,0,1,0
89650483,-23.556035204992313,-46.73019618152063,739.1268,731.8872,-0.0,0.6766179,1.150177,739.0329,2,0,1,0
89850918,-23.556035197138257,-46.730196435505654,739.1317,731.8721,-0.0,0.67656535,1.1499492,739.0358,2,0,1,0
90051380,-23.556035190248,-46.7301966949711,739.1362,731.85706,-0.0,0.6765553,1.1497258,739.03564,2,0,1,0
90251844,-23.556035172990775,-46.730196945746926,739.1365,731.8371,-0.0,0.6765351,1.1502997,739.03503,2,0,1,0
90452307,-23.556035154698996,-46.73019719006458,739.1356,731.816,-0.0,0.6764858,1.150077,739.0303,2,0,1,0
90652770,-23.556035136325743,-46.73019743408518,739.1338,731.7943,-0.0,0.67647797,1.149856,739.02734,2,0,1,0
90853233,-23.556035115122214,-46.730197669376395,739.1309,731.77075,-0.0,0.6764246,1.1496356,739.0277,2,0,1,0
91053696,-23.55603509100478,-46.730197916615545,739.12915,731.7496,-0.0,0.6764132,1.1502119,739.025,2,0,1,0
91254160,-23.55603506134794,-46.73019814518661,739.12744,731.72516,-0.0,0.67630184,1.14999,739.0239,2,0,1,0
91454622,-23.55603502233081,-46.7301983967507,739.12305,731.70374,-0.0,0.6762911,1.149773,739.016,2,0,1,0
91645065,-23.55603498062921,-46.730198626009454,739.1175,731.6773,-0.0,0.6759483,1.1501364,739.0125,2,0,1,0
91845526,-23.556034923798485,-46.7301988752485,739.1131,731.65356,-0.0,0.67593277,1.1499195,739.009,2,0,1,0
92056025,-23.556034865717713,-46.73019913225324,739.10974,731.63007,-0.0,0.67622346,1.1499146,739.00714,2,0,1,0
92256475,-23.556034800195675,-46.73019936958177,739.1047,731.605,-0.0,0.67620134,1.1496991,739.0028,2,0,1,0
92446916,-23.556034732382617,-46.7301995925882,739.0997,731.58,-0.0,0.6758816,1.1500643,738.99475,2,0,1,0
92647379,-23.556034659769878,-46.73019983244057,739.0928,731.55316,-0.0,0.67585355,1.1498516,738.99023,2,0,1,0
92847842,-23.556034573851605,-46.73020008069954,739.0874,731.52893,-0.0,0.6758502,1.1496401,738.98224,2,0,1,0
