timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
705886182,1628794848999774,11010077,-235560383,-467301894,727422,722149,0.17400001,0.40184912,0.64100003,1.1630001,0.59,0.90999997,89,48,0.006,0.002,0.0050000004,0.0,3.5585127,0,nan,0.0,3510,4,0,1,17
706885209,1628794849999775,11010077,-235560389,-467301894,727207,721934,0.19700001,0.40185612,0.64500004,1.167,0.61,0.96,89,66,0.006,-0.006,0.002,-0.016,3.5585127,0,nan,0.0,3510,4,0,1,16
707885089,1628794850999776,11010077,-235560394,-467301901,727006,721734,0.17300001,0.40186292,0.64900005,1.1700001,0.61,0.96,88,22,0.044000003,0.004,-0.044000003,0.0050000004,3.5585127,0,nan,0.0,3432,4,0,1,16
708881911,1628794851999777,11010077,-235560401,-467301906,726774,721501,0.19500001,0.40186992,0.651,1.171,0.62,0.96,88,37,0.022000002,0.019000001,-0.012,-0.015000001,3.5585127,0,nan,0.0,3432,4,0,1,16
709886874,1628794852999778,11010077,-235560407,-467301912,726677,721404,0.193,0.40187687,0.65500003,1.1780001,0.62,0.96,82,31,0.017,0.003,0.017,-0.014,3.5585127,0,nan,0.0,3432,4,0,1,16
710885037,1628794853999779,11010077,-235560411,-467301917,726564,721291,0.21200001,0.40188265,0.65800005,1.1810001,0.62,0.96,82,36,0.012,0.008,0.009000001,-0.014,3.5585127,0,nan,0.0,3432,4,0,1,16
711886879,1628794854999780,11010077,-235560417,-467301927,726448,721176,0.22600001,0.40188894,0.66,1.1880001,0.59,0.90999997,77,35,0.015000001,-0.001,-0.015000001,-0.021000002,3.5585127,0,nan,0.0,3432,4,0,1,17
712885875,1628794855999780,11010077,-235560419,-467301940,726299,721026,0.165,0.40189523,0.66200006,1.192,0.62,0.96999997,77,36,0.028,-0.006,-0.027,0.010000001,3.5585127,0,nan,0.0,3432,4,0,1,16
713888889,1628794856999781,11010077,-235560424,-467301946,726192,720919,0.172,0.40190166,0.66300005,1.19,0.62,0.90999997,76,38,0.043,0.016,-0.040000003,-0.014,3.5585127,0,nan,0.0,3432,4,0,1,16
714886877,1628794857999782,11010077,-235560431,-467301958,726097,720824,0.24000001,0.40190953,0.66400003,1.195,0.59,0.90999997,71,44,0.0050000004,0.0,-0.0050000004,-0.028,3.5585127,0,nan,0.0,3432,4,0,1,17
