timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
154916021,1628793037199611,11010077,-235560565,-467302059,713928,708655,0.186,0.7394758,0.95000005,2.1190002,0.66999996,1.25,63,35,0.032,0.007,-0.032,0.008,1.4011534,0,nan,0.0,3354,3,0,1,14
155717579,1628793037999613,11010077,-235560566,-467302056,713866,708593,0.266,0.7394796,0.94200003,2.107,0.66999996,1.25,63,35,0.028,-0.027,0.003,0.019000001,1.4011534,0,nan,0.0,3354,3,0,1,14
156716314,1628793038999614,11010077,-235560555,-467302062,713797,708524,0.316,0.73948497,0.957,2.115,0.66999996,1.25,64,19,0.020000001,-0.020000001,0.001,0.024,1.4011534,0,nan,0.0,3042,3,0,1,14
157719363,1628793039999614,11010077,-235560548,-467302068,713706,708433,0.31800002,0.73949003,0.96900004,2.1330001,0.66999996,1.25,63,15,0.037,0.036000002,-0.011000001,-0.046000004,1.4011534,0,nan,0.0,3744,3,0,1,14
158721876,1628793040999615,11010077,-235560540,-467302072,713614,708341,0.31100002,0.73949456,0.9710001,2.1330001,0.7,1.26,59,24,0.021000002,0.017,-0.012,-0.027,1.4011534,0,nan,0.0,2964,3,0,1,13
159719880,1628793041999616,11010077,-235560533,-467302072,713614,708341,0.287,0.7394998,0.97400004,2.147,0.66999996,1.25,59,20,0.013,0.010000001,0.008,0.018000001,1.4011534,0,nan,0.0,2808,3,0,1,14
160718043,1628793042999617,11010077,-235560528,-467302065,713574,708301,0.31100002,0.73950535,0.9760001,2.1690001,0.66999996,1.25,59,14,0.010000001,0.010000001,-0.001,0.025,1.4011534,0,nan,0.0,3510,3,0,1,14
161719877,1628793043999618,11010077,-235560535,-467302040,713066,707793,0.15,0.574525,0.96800005,2.17,0.66999996,1.25,59,13,0.10300001,0.098000005,-0.031000001,0.019000001,2.2576275,0,nan,0.0,3276,3,0,1,14
162720879,1628793044999619,11010077,-235560533,-467302038,713133,707860,0.36600003,0.5745332,0.97900003,2.207,0.66999996,1.25,59,20,0.031000001,0.010000001,-0.029000001,-0.120000005,2.2576275,0,nan,0.0,2808,3,0,1,14
163719888,1628793045999620,11010077,-235560534,-467302029,713253,707980,0.29900002,0.57454073,0.975,2.214,0.66999996,1.25,59,15,0.029000001,0.029000001,0.001,-0.048,2.2576275,0,nan,0.0,3354,3,0,1,14
164718889,1628793046999620,11010077,-235560534,-467302024,713055,707782,0.194,0.57454634,0.975,2.2220001,0.66999996,1.25,59,23,0.037,-0.036000002,-0.007,-0.012,2.2576275,0,nan,0.0,3276,3,0,1,14
