timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
1508094870,1628804004599955,11010077,-235560289,-467301733,727656,722383,0.22700001,0.5986504,0.62100005,1.475,0.68,1.11,70,30,0.006,0.004,0.0050000004,-0.009000001,2.0195508,0,nan,0.0,3276,4,0,1,15
1508896936,1628804005399956,11010077,-235560292,-467301734,727747,722474,0.24400002,0.5986547,0.619,1.4720001,0.68,1.11,70,30,0.023000002,-0.019000001,0.014,0.023000002,2.0195508,0,nan,0.0,3276,4,0,1,15
1509896323,1628804006399957,11010077,-235560296,-467301736,727795,722522,0.266,0.59866065,0.61700004,1.4690001,0.76,1.3399999,70,40,0.004,-0.003,-0.003,0.037,2.0195508,0,nan,0.0,3276,4,0,1,14
1510895300,1628804007399957,11010077,-235560298,-467301738,727882,722609,0.256,0.59866625,0.61300004,1.463,0.68,1.11,70,28,0.013,-0.011000001,0.006,0.031000001,2.0195508,0,nan,0.0,3276,4,0,1,15
1511894160,1628804008399958,11010077,-235560300,-467301742,728015,722742,0.164,0.5986713,0.611,1.4580001,0.68,1.11,69,22,0.011000001,-0.011000001,-0.001,-0.001,2.0195508,0,nan,0.0,3276,4,0,1,15
1512896868,1628804009399959,11010077,-235560301,-467301744,728156,722883,0.18,0.598676,0.611,1.452,0.68,1.11,69,37,0.004,0.001,-0.004,0.009000001,2.0195508,0,nan,0.0,3276,4,0,1,15
1513896875,1628804010399960,11010077,-235560301,-467301747,728338,723065,0.16100001,0.5986802,0.609,1.447,0.68,1.11,69,27,0.011000001,-0.004,-0.010000001,-0.001,2.0195508,0,nan,0.0,3276,4,0,1,15
1514894007,1628804011399961,11010077,-235560302,-467301750,728423,723150,0.31300002,0.5986856,0.624,1.4640001,0.68,1.11,69,16,0.078,0.017,-0.076000005,0.059000004,2.0195508,0,nan,0.0,3276,4,0,1,15
1515891930,1628804012399962,11010077,-235560307,-467301754,728529,723256,0.22500001,0.5986915,0.624,1.4640001,0.68,1.11,72,35,0.062000003,0.042000003,0.045,-0.112,2.0195508,0,nan,0.0,3120,4,0,1,15
1516897935,1628804013399963,11010077,-235560296,-467301748,729055,723782,0.24000001,0.5986994,0.624,1.457,0.68,1.11,68,29,0.125,0.125,0.004,-0.34,2.0195508,0,nan,0.0,3432,4,0,1,15
1517894870,1628804014399964,11010077,-235560282,-467301752,729812,724539,0.25800002,0.5987104,0.619,1.4430001,0.71999997,1.15,68,31,0.054,-0.039,0.037,-0.683,2.0195508,0,nan,0.0,3120,4,0,1,14
1518895687,1628804015399965,11010077,-235560273,-467301748,731081,725808,0.275,0.5987326,0.62,1.45,0.77,1.35,68,22,0.141,0.046000004,0.134,-1.1500001,2.0195508,0,nan,0.0,3354,4,0,1,13
1519894953,1628804016399966,11010077,-235560270,-467301745,732249,726976,0.29000002,0.59875613,0.624,1.4580001,0.72999996,1.25,68,37,0.091000006,-0.082,-0.040000003,-0.85800004,2.0195508,0,nan,0.0,3198,4,0,1,14
1520896871,1628804017399967,11010077,-235560274,-467301746,733062,727789,0.272,0.598772,0.633,1.4790001,0.72999996,1.25,68,35,0.17500001,-0.157,-0.078,-0.59000003,2.0195508,0,nan,0.0,3198,4,0,1,14
1521895909,1628804018399967,11010077,-235560279,-467301747,733590,728318,0.26000002,0.59878683,0.64100003,1.506,0.72999996,1.25,68,36,0.172,-0.162,-0.057000004,-0.26700002,2.0195508,0,nan,0.0,3198,4,0,1,14
1522894880,1628804019399968,11010077,-235560287,-467301750,734125,728852,0.24800001,0.69835573,0.647,1.5280001,0.72999996,1.25,68,26,0.256,-0.24900001,-0.058000002,-0.41200003,2.5922806,0,nan,0.0,3198,4,0,1,14
1523895569,1628804020399969,11010077,-235560329,-467301773,734595,729322,0.18800001,0.23448394,0.65400004,1.5460001,0.68,1.11,68,41,0.731,-0.66400003,-0.305,-0.354,3.5829298,0,nan,0.0,3198,4,0,1,15
1524898178,1628804021399970,11010077,-235560400,-467301832,735642,730369,0.20300001,0.15023445,0.66,1.5500001,0.68,1.11,68,18,1.2340001,-1.051,-0.646,-0.799,3.693835,0,nan,0.0,3198,4,0,1,15
1525893145,1628804022399971,11010077,-235560524,-467301913,736563,731290,0.187,0.09568261,0.66200006,1.5560001,0.72999996,1.25,68,36,1.955,-1.7550001,-0.86200005,-0.65400004,3.626317,0,nan,0.0,3198,4,0,1,14
1526894876,1628804023399972,11010077,-235560705,-467302001,736500,731227,0.19800001,0.090774395,0.66800004,1.5780001,0.77,1.35,63,33,2.2770002,-2.0740001,-0.94000006,-0.036000002,3.5678146,0,nan,0.0,3198,4,0,1,13
1527894014,1628804024399973,11010077,-235560834,-467302071,736401,731128,0.20600002,0.2286685,0.68,1.605,0.72999996,1.25,63,30,0.989,-0.88500005,-0.44300002,0.078,3.602696,0,nan,0.0,2808,4,0,1,14
1528898815,1628804025399974,11010077,-235560828,-467302075,736404,731132,0.19100001,0.21543925,0.689,1.6220001,0.72999996,1.25,63,32,0.86500007,0.809,0.305,-0.14400001,0.21375728,0,nan,0.0,2808,4,0,1,14
1529891915,1628804026399975,11010077,-235560694,-467302014,736781,731508,0.20600002,0.09489145,0.69100004,1.6340001,0.77,1.35,59,23,1.9390001,1.784,0.758,-0.528,0.41159275,0,nan,0.0,2964,4,0,1,13
1530896817,1628804027399976,11010077,-235560555,-467301965,737652,732379,0.22800002,0.11392182,0.68,1.618,0.72999996,1.25,59,35,1.48,1.468,0.193,-0.795,0.22328486,0,nan,0.0,3198,4,0,1,14
1531897875,1628804028399976,11010077,-235560438,-467302005,738206,732933,0.21100001,0.1126123,0.67800003,1.6150001,0.68,1.11,59,29,1.4210001,1.24,-0.694,-0.587,5.8886385,0,nan,0.0,3198,4,0,1,15
1532895583,1628804029399977,11010077,-235560346,-467302088,738448,733175,0.163,0.11924473,0.671,1.5920001,0.68,1.11,59,28,1.353,0.97200006,-0.94100004,-0.069000006,5.5727754,0,nan,0.0,3198,4,0,1,15
1533895875,1628804030399978,11010077,-235560263,-467302192,738555,733282,0.193,0.12671508,0.66,1.5560001,0.68,1.11,63,40,1.4860001,0.95900005,-1.1350001,-0.006,5.4361978,0,nan,0.0,2964,4,0,1,15
1534895898,1628804031399979,11010077,-235560184,-467302304,738453,733180,0.18200001,0.10520164,0.656,1.5380001,0.71999997,1.16,63,53,1.297,0.83300006,-0.994,0.125,5.4008884,0,nan,0.0,3042,4,0,1,14
1535894892,1628804032399980,11010077,-235560139,-467302351,738116,732843,0.23400001,0.44633862,0.66,1.544,0.68,1.11,63,29,0.46,0.42800003,-0.16900001,0.37100002,5.722408,0,nan,0.0,2808,4,0,1,15
1536893089,1628804033399981,11010077,-235560123,-467302332,737740,732467,0.24700001,0.70732015,0.669,1.5500001,0.68,1.11,63,32,0.25800002,-0.022000002,0.257,0.45800003,1.0134965,0,nan,0.0,3042,4,0,1,15
1537897882,1628804034399982,11010077,-235560106,-467302320,737434,732161,0.149,0.7771949,0.665,1.5370001,0.68,1.11,63,31,0.18900001,0.172,0.080000006,0.060000002,0.6256189,0,nan,0.0,2964,4,0,1,15
1538898271,1628804035399983,11010077,-235560037,-467302287,737108,731835,0.17400001,0.11621309,0.65800005,1.5200001,0.68,1.11,63,28,1.457,1.322,0.614,0.07300001,0.42546588,0,nan,0.0,3198,4,0,1,15
1539894900,1628804036399984,11010077,-235559859,-467302192,736973,731700,0.171,0.068394214,0.65900004,1.5150001,0.68,1.11,63,40,2.444,2.15,1.164,-0.028,0.48899236,0,nan,0.0,3198,4,0,1,15
1540900029,1628804037399985,11010077,-235559728,-467302118,736843,731570,0.149,0.13518552,0.648,1.4840001,0.71999997,1.16,63,34,1.153,1.0070001,0.56100005,-0.039,0.48426428,0,nan,0.0,3198,4,0,1,14
