timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
788289876,1628794931399845,11010077,-235560457,-467302288,726464,721191,0.164,0.6567758,0.65900004,1.2240001,0.62,0.95,79,37,0.015000001,0.010000001,0.011000001,0.0050000004,3.7018497,0,nan,0.0,3588,4,0,1,16
789090884,1628794932199846,11010077,-235560454,-467302295,726595,721322,0.24200001,0.6567794,0.65500003,1.2140001,0.65,1.03,85,30,0.018000001,0.010000001,-0.015000001,-0.049000002,3.7018497,0,nan,0.0,3432,4,0,1,15
790089881,1628794933199847,11010077,-235560450,-467302305,726753,721480,0.18800001,0.59818244,0.648,1.202,0.65,1.03,85,43,0.043,0.028,0.033,-0.033,4.4996486,0,nan,0.0,3588,4,0,1,15
791087230,1628794934199848,11010077,-235560450,-467302302,727089,721816,0.21300001,0.59818715,0.638,1.187,0.65,1.03,91,33,0.082,0.0050000004,0.082,-0.20400001,4.4996486,0,nan,0.0,3588,4,0,1,15
792087878,1628794935199849,11010077,-235560448,-467302292,728054,722782,0.256,0.5982056,0.64500004,1.1980001,0.65,1.03,91,50,0.11400001,-0.061000004,0.096,-1.033,4.4996486,0,nan,0.0,3510,4,0,1,15
793085337,1628794936199850,11010077,-235560448,-467302285,728434,723161,0.272,0.5982192,0.65900004,1.217,0.62,0.97999996,90,32,0.008,-0.006,-0.0050000004,0.038000003,4.4996486,0,nan,0.0,3510,4,0,1,16
794082949,1628794937199850,11010077,-235560453,-467302281,728974,723701,0.259,0.59823024,0.66400003,1.225,0.61,0.95,84,27,0.030000001,-0.007,-0.029000001,-0.509,4.4996486,0,nan,0.0,3354,4,0,1,16
795085955,1628794938199851,11010077,-235560482,-467302242,729224,723951,0.17400001,0.13077927,0.65800005,1.21,0.59,0.9,84,37,1.378,-1.0040001,0.943,0.057000004,2.395225,0,nan,0.0,3510,4,0,1,17
796090911,1628794939199852,11010077,-235560637,-467302074,729040,723767,0.193,0.082574315,0.665,1.2240001,0.61,0.95,78,29,2.463,-1.8140001,1.667,0.23600002,2.3792377,0,nan,0.0,3354,4,0,1,16
797093880,1628794940199853,11010077,-235560817,-467301989,728890,723617,0.208,0.11325337,0.674,1.24,0.61,0.95,78,23,1.705,-1.649,0.43400002,0.194,2.8154168,0,nan,0.0,3354,4,0,1,16
798089890,1628794941199854,11010077,-235560865,-467301956,728997,723724,0.238,0.5826668,0.68200004,1.248,0.59,0.9,73,29,0.089,-0.007,0.08800001,-0.23900001,2.6048303,0,nan,0.0,3354,4,0,1,17
799088660,1628794942199855,11010077,-235560865,-467301953,729421,724148,0.273,0.58267415,0.689,1.261,0.62,0.95,73,33,0.108,0.018000001,-0.106000006,-0.42100003,2.6048303,0,nan,0.0,3354,4,0,1,16
800090880,1628794943199856,11010077,-235560871,-467301953,729780,724507,0.246,0.5826822,0.694,1.2650001,0.62,0.9,73,30,0.13100001,-0.108,-0.07300001,-0.27400002,2.6048303,0,nan,0.0,3354,4,0,1,16
801090869,1628794944199857,11010077,-235560878,-467301949,730010,724737,0.24900001,0.5826881,0.698,1.2670001,0.59,0.9,73,26,0.036000002,-0.024,-0.027,-0.22500001,2.6048303,0,nan,0.0,3354,4,0,1,17
802090876,1628794945199857,11010077,-235560883,-467301942,731091,725818,0.25,0.58270586,0.703,1.269,0.62,0.95,73,31,0.074,-0.059000004,0.044000003,-1.338,2.6048303,0,nan,0.0,3354,4,0,1,16
803088305,1628794946199858,11010077,-235560871,-467301936,732276,727003,0.238,0.48747393,0.70500004,1.2700001,0.61,0.94,73,26,0.351,0.351,-0.004,-0.934,0.52668643,0,nan,0.0,3198,4,0,1,16
804089867,1628794947199859,11010077,-235560867,-467301936,732999,727726,0.24900001,0.61346996,0.707,1.269,0.62,0.9,73,35,0.142,0.010000001,-0.142,-0.65300006,0.19242238,0,nan,0.0,3042,4,0,1,16
805088869,1628794948199860,11010077,-235560859,-467301946,733277,728004,0.20400001,0.24648412,0.70900005,1.261,0.62,0.96999997,73,29,0.66300005,0.425,-0.508,-0.37600002,5.4482713,0,nan,0.0,3354,4,0,1,16
806089934,1628794949199861,11010077,-235560728,-467302057,733418,728145,0.171,0.068502076,0.70500004,1.2490001,0.62,0.96999997,73,28,2.4580002,1.9340001,-1.5170001,-0.26900002,5.5999875,0,nan,0.0,3354,4,0,1,16
