timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
172438903,1628802668999742,11010077,-235560116,-467301039,726671,721398,0.208,0.77282023,0.697,1.1580001,0.83,1.51,76,61,0.023000002,0.022000002,-0.007,-0.056,6.2403994,0,nan,0.0,3432,3,0,1,12
173238912,1628802669799742,11010077,-235560115,-467301040,726696,721423,0.18400002,0.77282274,0.68200004,1.1370001,0.83,1.51,75,65,0.012,-0.007,-0.010000001,0.033,6.2403994,0,nan,0.0,3432,3,0,1,12
174238882,1628802670799743,11010077,-235560115,-467301043,726718,721445,0.21300001,0.77282655,0.68200004,1.131,0.83,1.51,88,50,0.008,-0.008,0.002,0.068,6.2403994,0,nan,0.0,3432,3,0,1,12
175238890,1628802671799744,11010077,-235560115,-467301047,726733,721460,0.16700001,0.77282965,0.68,1.1170001,0.83,1.51,88,51,0.020000001,0.012,-0.016,-0.015000001,6.2403994,0,nan,0.0,3432,3,0,1,12
176239912,1628802672799744,11010077,-235560116,-467301052,726780,721507,0.187,0.77283305,0.67,1.098,0.83,1.51,82,53,0.024,0.017,0.016,-0.018000001,6.2403994,0,nan,0.0,3510,3,0,1,12
177238900,1628802673799745,11010077,-235560114,-467301056,726723,721449,0.20700002,0.7728363,0.66800004,1.0860001,0.83,1.51,82,35,0.013,0.013,0.002,0.030000001,6.2403994,0,nan,0.0,3354,3,0,1,12
178237920,1628802674799746,11010077,-235560116,-467301062,727313,722040,0.22700001,0.77284575,0.669,1.0860001,0.83,1.51,82,59,0.16900001,0.07,-0.15400001,-1.087,6.2403994,0,nan,0.0,3354,3,0,1,12
179239886,1628802675799747,11010077,-235560115,-467301064,728704,723431,0.24200001,0.35634542,0.66300005,1.0840001,0.83,1.51,77,51,0.071,0.041,0.058000002,-0.90500003,0.70299834,0,nan,0.0,3432,3,0,1,12
180240242,1628802676799748,11010077,-235560120,-467301073,728556,723283,0.208,0.35635537,0.66300005,1.088,0.83,1.51,77,51,0.051000003,-0.039,-0.033,-0.015000001,0.70299834,0,nan,0.0,3432,3,0,1,12
181240917,1628802677799749,11010077,-235560136,-467301085,728483,723210,0.18200001,0.35636202,0.64500004,1.067,0.83,1.51,82,36,0.19100001,0.18800001,-0.032,0.091000006,0.70299834,0,nan,0.0,3432,3,0,1,12
