timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
26775566,1628793450200451,11010077,-235560503,-467302065,728661,723388,0.231,0.7775681,0.70000005,1.7980001,0.58,0.98999995,90,55,0.012,-0.006,0.010000001,0.021000002,2.071388,0,nan,0.0,3900,3,0,1,17
27577923,1628793451000452,11010077,-235560506,-467302062,728635,723362,0.23300001,0.7775714,0.69100004,1.7760001,0.58,0.98999995,90,69,0.011000001,-0.002,0.010000001,0.021000002,2.071388,0,nan,0.0,3900,3,0,1,17
28579984,1628793452000453,11010077,-235560509,-467302059,728564,723291,0.23500001,0.7775749,0.68100005,1.748,0.58,0.98999995,90,49,0.020000001,-0.009000001,0.018000001,0.045,2.071388,0,nan,0.0,3900,3,0,1,17
29577875,1628793453000454,11010077,-235560511,-467302056,728542,723269,0.22800002,0.7775786,0.67200005,1.7210001,0.58,0.97999996,90,52,0.010000001,0.0050000004,0.009000001,0.019000001,2.071388,0,nan,0.0,3900,3,0,1,17
30576884,1628793454000455,11010077,-235560515,-467302051,728647,723374,0.22600001,0.777582,0.66400003,1.6960001,0.58,0.97999996,90,64,0.014,0.002,0.014,0.023000002,2.071388,0,nan,0.0,3900,3,0,1,17
31574895,1628793455000455,11010077,-235560519,-467302044,728649,723376,0.22800002,0.7775854,0.65800005,1.674,0.58,0.97999996,90,60,0.008,-0.008,-0.001,0.031000001,2.071388,0,nan,0.0,3900,3,0,1,17
32576326,1628793456000456,11010077,-235560522,-467302036,728572,723299,0.18400002,0.77758867,0.652,1.6530001,0.58,0.97999996,90,55,0.021000002,0.019000001,-0.010000001,-0.013,2.071388,0,nan,0.0,3900,3,0,1,17
33579065,1628793457000457,11010077,-235560524,-467302028,728498,723225,0.171,0.77759176,0.646,1.6340001,0.58,0.97999996,90,64,0.019000001,0.002,0.019000001,0.008,2.071388,0,nan,0.0,3900,3,0,1,17
34576907,1628793458000458,11010077,-235560527,-467302022,728483,723210,0.22000001,0.77759546,0.64100003,1.6170001,0.58,0.97999996,90,63,0.008,-0.004,0.007,0.016,2.071388,0,nan,0.0,3900,3,0,1,17
35575085,1628793459000459,11010077,-235560530,-467302014,728436,723163,0.2,0.777599,0.63600004,1.598,0.58,0.97999996,90,58,0.026,0.008,0.025,0.023000002,2.071388,0,nan,0.0,3900,3,0,1,17
36577881,1628793460000460,11010077,-235560530,-467302005,728308,723035,0.21800001,0.7776026,0.63100004,1.5790001,0.58,0.97999996,90,54,0.018000001,0.008,0.016,0.027,2.071388,0,nan,0.0,3900,3,0,1,17
